Check All,ID,code,name,meta-infomation-based subspecies,SNP-based subspecies,SNP-based subgroup,country,region,sequencing depth,mapping depth,mapping coverage
,1841,IRIS_313-11756,BENGALI VAKAHANA 1448,IND,JAP,JG9,Madagascar,AFR,23.61,23.21,95.35
,1842,IRIS_313-11757,BORIZINA 640,IND,IND,IG2,Madagascar,AFR,26.36,21.1,87.52
,1843,IRIS_313-11758,FOFFI,TROP,IND,IG3,Ivory_Coast,AFR,29.33,23.46,87.45
,1844,IRIS_313-11759,K 2 C 45,IND,JAP,JG9,Ivory_Coast,AFR,36.12,35.6,95.84
,1845,IRIS_313-11760,MENAHARA 505,IND,ADM,Adm,Madagascar,AFR,29.25,28.52,92.69
,1846,IRIS_313-11761,NS199,IND,ADM,Adm,Ivory_Coast,AFR,34.49,33.63,92.76
,1847,IRIS_313-11762,NS1515,IND,IND,IG5,Madagascar,AFR,31.23,30.42,92.55
,1848,IRIS_313-11763,PJ110,IND,IND,IG1,Cameroon,AFR,23.96,23.39,92.31
,1849,IRIS_313-11764,P 41,ARO,IND,IG3,Liberia,AFR,31.05,24.85,87.7
,1850,IRIS_313-11765,P 335,AUS,ARO,AROG11,Liberia,AFR,14.31,14.02,93.77
,1851,IRIS_313-11766,TSIMIAKABIJA,IND,AUS,AUSG6,Madagascar,AFR,11.35,11.08,90.66
,1852,IRIS_313-11767,VARY LAVA DE BOLOGNE,IND,ADM,Adm,Madagascar,AFR,15.25,14.9,92.25
,1853,IRIS_313-11772,ROJON NY NTAOLO,IND,IND,IG5,Madagascar,AFR,19.2,18.78,92.62
,1854,IRIS_313-11773,AUS 78-125,IND,IND,IG3,Gambia,AFR,16.01,13.02,86.02
,1855,IRIS_313-11779,KATUMANI,IND,IND,IG2,Tanzania,AFR,9.16,7.31,83.48
,1856,IRIS_313-11780,KILOMBERO,IND,IND,IG2,Tanzania,AFR,14.73,11.83,85.07
,1857,IRIS_313-11782,MALAGASY,IND,ADM,Adm,Zambia,AFR,13.94,13.59,89.99
,1858,IRIS_313-11783,MAMA TABALI,IND,IND,IG3,Gambia,AFR,12.07,9.68,84.45
,1859,IRIS_313-11784,MBEIMBEIHUN,IND,IND,IG1,Sierra_Leone,AFR,24.07,23.5,92.26
,1860,IRIS_313-11785,MOSHI,IND,IND,IG2,Tanzania,AFR,9.94,7.86,83.43
,1861,IRIS_313-11786,N YA NOFF,IND,IND,IG2,Gambia,AFR,35.01,27.63,87.42
,1862,IRIS_313-11787,TANDAKAY FINGO,IND,IND,IG3,Gambia,AFR,24.36,19.3,86.4
,1863,IRIS_313-11788,CANLUBANG,IND,JAP,JG7,Philippines,SEA,24.11,23.81,95.43
,1864,IRIS_313-11789,SABORAMANDALOAFO,JAP,ADM,Adm,Madagascar,AFR,35.91,35.03,92.32
,1865,IRIS_313-11790,VARIRANGAHY,IND,JAP,JG10,Madagascar,AFR,33.78,33.21,94.46
,1866,IRIS_313-11791,VARY LAHY,IND,IND,IG5,Madagascar,AFR,36.14,35.33,93.38
,1867,IRIS_313-11792,VONBOANGY,IND,JAP,JG9,Madagascar,AFR,17.36,16.69,93.92
,1868,IRIS_313-11793,KOMALIOKO,IND,ADM,Adm,Madagascar,AFR,13.72,12.11,89.4
,1869,IRIS_313-11794,TSIPALA MENAHAR,TROP,ADM,Adm,Madagascar,AFR,40.71,39.16,92.74
,1870,IRIS_313-11795,DA GU AI 7,IND,IND,IG4,China,EAS,36.37,24.94,87.48
,1871,IRIS_313-11796,DU GEN CHUAN,TROP,IND,IG4,China,EAS,45.89,36.03,88.14
,1872,IRIS_313-11797,E ZI 32,IND,IND,IG4,China,EAS,35.75,28.14,87.82
,1873,IRIS_313-11798,E ZI 100,IND,IND,IG2,China,EAS,29.85,23.33,87.83
,1874,IRIS_313-11799,E ZI 110,IND,IND,IG4,China,EAS,26.12,20.16,87.53
,1875,IRIS_313-11800,FAN GENG 6,TEMP,JAP,JG7,China,EAS,41.88,41.43,97.36
,1876,IRIS_313-11801,FAN WU,IND,IND,IG1,China,EAS,48.43,47.25,92.77
,1877,IRIS_313-11802,JIE CAO ZHAN,TEMP,IND,IG4,China,EAS,53.45,52.14,93.23
,1878,IRIS_313-11803,MAO ZHA NUO,IND,JAP,JG7,China,EAS,9.17,9.07,94.7
,1879,IRIS_313-11804,QUN XUAN ZAO,IND,IND,IG4,China,EAS,36.81,28.89,87.87
,1880,IRIS_313-11805,XI HONG GU,IND,IND,IG4,China,EAS,41.68,40.72,92.92
,1881,IRIS_313-11806,78 XUAN WU,IND,IND,IG4,China,EAS,24.41,19.07,87.23
,1882,IRIS_313-11807,R 582,IND,IND,IG1,Colombia,AME,32.46,29.22,92.71
,1883,IRIS_313-11808,R 762,AUS,IND,IG1,Colombia,AME,8.26,8.07,89.28
,1884,IRIS_313-11809,MHARAKA,IND,AUS,AUSG6,Kenya,AFR,31.53,30.8,92.7
,1885,IRIS_313-11810,PULURE,TROP,IND,IG2,Kenya,AFR,33.79,26.34,87.8
,1886,IRIS_313-11811,MOSHI,IND,ADM,Adm,Kenya,AFR,31.51,30.66,92.36
,1887,IRIS_313-11812,ASFALA,IND,IND,IG2,Kenya,AFR,46.9,36.49,88.33
,1888,IRIS_313-11813,ZERO,IND,IND,IG2,Kenya,AFR,30.26,23.37,87.46
,1889,IRIS_313-11814,KIKUBA,IND,IND,IG2,Kenya,AFR,31.73,24.56,87.64
,1890,IRIS_313-11815,MOSHI,IND,IND,IG2,Kenya,AFR,32.61,25.44,87.88
,1891,IRIS_313-11816,KARILETYONE,IND,IND,IG3,Myanmar,SEA,24.04,18.56,86.88
,1892,IRIS_313-11817,KHAOSAING,IND,IND,IG4,Myanmar,SEA,32.56,25.5,89.32
,1893,IRIS_313-11818,LETYONE,IND,IND,IG3,Myanmar,SEA,10.6,8.41,84.16
,1894,IRIS_313-11819,PADINTHUMA,IND,IND,IG2,Myanmar,SEA,37.91,37.01,92.52
,1895,IRIS_313-11820,PAKISTANHMWE,IND,IND,IG2,Myanmar,SEA,29.58,23.04,87.35
,1896,IRIS_313-11821,19,IND,IND,IG5,India,SAS,39.77,38.83,92.58
,1897,IRIS_313-11822,BHONDU PAREWA,IND,IND,IG5,India,SAS,28.33,27.57,92.08
,1898,IRIS_313-11823,BHU BHUSI,IND,IND,IG5,India,SAS,32.95,32.14,92.48
,1899,IRIS_313-11824,DHANIYA PHOOL,ARO,IND,IG5,India,SAS,36.2,35.32,92.53
,1900,IRIS_313-11825,HANSRAJ,ARO,ARO,AROG11,India,SAS,36.74,36.03,94.31
,1901,IRIS_313-11826,HIRA NAKHI,IND,ARO,AROG11,India,SAS,10.79,10.59,91.65
,1902,IRIS_313-11827,KARI GURMATIA,IND,IND,IG5,India,SAS,9.36,9.13,88.82
,1903,IRIS_313-11828,LALI GURMATIA,TEMP,IND,IG5,India,SAS,14.1,13.7,89.95
,1904,IRIS_313-11829,MUNJI,IND,JAP,JG7,Pakistan,SAS,18.86,18.72,96.86
,1905,IRIS_313-11830,KANDEKE YAIGAITI,IND,IND,IG3,Gambia,AFR,13.73,13.22,90.08
,1906,IRIS_313-11831,KHAO DAENG HAWM,TROP,JAP,JG8,Thailand,SEA,10.43,10.26,93.69
,1907,IRIS_313-11832,AE WAWNG POO DOO,IND,JAP,JG8,Thailand,SEA,17.04,16.75,94.08
,1908,IRIS_313-11833,BOO MAE,TROP,IND,IG3,Thailand,SEA,17.14,13.29,85.91
,1909,IRIS_313-11834,BUENG MONG LENG WE,IND,JAP,JG8,Thailand,SEA,13.43,13.21,93.86
,1910,IRIS_313-11835,E-NOI NAH,IND,IND,IG4,Thailand,SEA,21.29,20.79,92.73
,1911,IRIS_313-11836,KHAO KO RAOH,IND,IND,IG2,Thailand,SEA,15.5,12.07,85.12
,1912,IRIS_313-11837,KHAO NAHNG PRUNG,IND,IND,IG2,Thailand,SEA,13.41,13.07,90.07
,1913,IRIS_313-11838,LEUM DERN,IND,IND,IG2,Thailand,SEA,7.65,5.88,82.15
,1914,IRIS_313-11839,MUAY,IND,IND,IG2,Thailand,SEA,9.18,7.11,83.22
,1915,IRIS_313-11840,NIAW NAHK KRAD,IND,IND,IG3,Thailand,SEA,16.6,12.95,85.81
,1916,IRIS_313-11841,NIAW NARAI,IND,IND,IG2,Thailand,SEA,14.31,13.95,90.2
,1917,IRIS_313-11842,NIAW YUANG KHANUN,IND,IND,IG3,Thailand,SEA,20.2,15.83,86.06
,1918,IRIS_313-11843,PAN DAWK MAHK,IND,IND,IG2,Thailand,SEA,13.78,10.73,84.92
,1919,IRIS_313-11844,PUEY TAW,TROP,IND,IG2,Thailand,SEA,13.89,10.8,85.16
,1920,IRIS_313-11845,SING SAI,TROP,JAP,JG8,Thailand,SEA,6.95,6.84,91.82
,1921,IRIS_313-11846,TON TIA GUAY NU,IND,JAP,JG8,Thailand,SEA,11.79,11.61,93.52
,1922,IRIS_313-11848,PULUT BURUNG,IND,IND,IG4,Malaysia,SEA,18.99,18.52,92.37
,1923,IRIS_313-11849,PULUT SELEMYAM,IND,IND,IG2,Malaysia,SEA,11.53,8.96,84.22
,1924,IRIS_313-11850,SESAT JADI,IND,IND,IG3,Malaysia,SEA,14.16,11.12,84.84
,1925,IRIS_313-11851,DUNA-AL,IND,JAP,JG9,Philippines,SEA,13.15,12.96,93.72
,1926,IRIS_313-11852,BAI MI ZAI 7,IND,IND,IG4,China,EAS,13.15,10.42,84.48
,1927,IRIS_313-11853,BU ZHI MING,IND,IND,IG4,China,EAS,14.6,11.52,84.69
,1928,IRIS_313-11854,CHI GU,IND,IND,IG4,China,EAS,16.09,12.7,85.73
,1929,IRIS_313-11855,DA GUAN YIN ZHAN,IND,IND,IG4,China,EAS,12.02,9.41,84.13
,1930,IRIS_313-11856,DA HEI GU,IND,IND,IG4,China,EAS,13.14,10.38,84.83
,1931,IRIS_313-11857,DA LI BAI 63,IND,IND,IG4,China,EAS,11.77,9.31,84.34
,1932,IRIS_313-11858,DA TIE ZHAN,IND,IND,IG4,China,EAS,13.25,12.95,90.2
,1933,IRIS_313-11859,DONG DU,IND,IND,IG4,China,EAS,12.41,12.12,90.46
,1934,IRIS_313-11860,GUA PAI GU,IND,IND,IG4,China,EAS,14.32,11.17,85.22
,1935,IRIS_313-11861,HEI YAN ZHAN,IND,IND,IG4,China,EAS,8.5,6.67,84.47
,1936,IRIS_313-11862,HENG YE ZAO,IND,IND,IG4,China,EAS,6.41,5.03,81.19
,1937,IRIS_313-11863,HONG DU BAI,IND,IND,IG4,China,EAS,9.1,7.17,83.24
,1938,IRIS_313-11865,HUO QING,IND,IND,IG4,China,EAS,8.39,8.11,88.42
,1939,IRIS_313-11866,JIANG ER ZAO,IND,IND,IG4,China,EAS,16.19,12.77,85.56
,1940,IRIS_313-11867,KE SHU BAI,IND,IND,IG4,China,EAS,18.48,14.51,86.08
,1941,IRIS_313-11868,LIU LI YOU,IND,IND,IG4,China,EAS,13.86,10.97,84.99
,1942,IRIS_313-11869,MA WEI ZHAN,IND,IND,IG4,China,EAS,12.64,9.96,84.92
,1943,IRIS_313-11870,NAN JING XIAO DAO,IND,IND,IG4,China,EAS,16.47,13.07,85.49
,1944,IRIS_313-11871,SAN ZHAO QI,IND,IND,IG4,China,EAS,14.25,11.15,84.95
,1945,IRIS_313-11872,TIE ZHONG,IND,IND,IG4,China,EAS,6.49,6.32,87.35
,1946,IRIS_313-11875,CHUBU 17,TEMP,JAP,JG7,Japan,EAS,13.7,12.44,95.34
,1947,IRIS_313-11876,AI DA,IND,IND,IG4,China,EAS,11.37,8.69,84.05
,1948,IRIS_313-11877,AN NAN ZAO,IND,IND,IG4,China,EAS,18.85,14.7,86.24
,1949,IRIS_313-11878,BAI RI XIAN,IND,IND,IG4,China,EAS,23.0,17.74,86.25
,1950,IRIS_313-11881,LIU TIAO XIAN,IND,IND,IG4,China,EAS,11.52,9.03,85.12
,1951,IRIS_313-11882,MAN TIAN QING,IND,IND,IG4,China,EAS,20.93,16.32,86.3
,1952,IRIS_313-11884,TIAN DAO DAO,IND,IND,IG4,China,EAS,13.35,13.01,90.49
,1953,IRIS_313-11885,YANG WAN XIAN,IND,IND,IG4,China,EAS,12.31,8.89,84.55
,1954,IRIS_313-11886,IR 4683-54-2,IND,IND,IG1,Philippines,SEA,11.2,10.8,90.72
,1955,IRIS_313-11887,IR 19058-107-1,IND,IND,IG1,Philippines,SEA,16.61,16.13,90.58
,1956,IRIS_313-11888,KANGRI,AUS,AUS,AUSG6,Pakistan,SAS,8.46,8.25,88.95
,1957,IRIS_313-11889,MURGI BRINJ,IND,IND,IG1,Pakistan,SAS,9.91,9.66,89.6
,1958,IRIS_313-11890,C 722323,TEMP,JAP,JG7,Taiwan,EAS,13.75,13.6,96.46
,1959,IRIS_313-11892,HO MOK,TROP,JAP,JG8,Thailand,SEA,13.38,13.13,93.86
,1960,IRIS_313-11893,KHAU DANH,IND,IND,IG2,Vietnam,SEA,11.75,9.02,84.56
,1961,IRIS_313-11894,LOC TRANG MUON,IND,IND,IG2,Vietnam,SEA,12.36,9.56,84.49
,1962,IRIS_313-11895,BA TUC RAN,IND,IND,IG2,Vietnam,SEA,14.72,11.5,85.26
,1963,IRIS_313-11896,CA HIM,IND,IND,IG2,Vietnam,SEA,11.64,9.08,84.53
,1964,IRIS_313-11897,PHIT CHZK,TROP,JAP,JG8,Thailand,SEA,15.31,15.02,94.4
,1965,IRIS_313-11898,MA YOO,IND,IND,IG2,Thailand,SEA,11.74,9.14,84.27
,1966,IRIS_313-11899,MAHA CHAI,IND,IND,IG2,Thailand,SEA,12.51,12.19,90.31
,1967,IRIS_313-11900,PLE LIA,TROP,JAP,JG8,Thailand,SEA,26.36,25.97,94.86
,1968,IRIS_313-11901,TI NGI,IND,IND,IG3,Thailand,SEA,11.13,10.83,89.64
,1969,IRIS_313-11902,CEMPO TURI,IND,IND,IG3,Indonesia,SEA,17.07,16.63,91.28
,1970,IRIS_313-11903,KOMPIT,TROP,JAP,JG9,Indonesia,SEA,11.17,10.99,93.45
,1971,IRIS_313-11904,PADI SIRANDAH KUNING,IND,IND,IG3,Indonesia,SEA,13.51,10.71,85.53
,1972,IRIS_313-11905,PAYO TINGGI,IND,IND,IG3,Indonesia,SEA,12.18,9.56,85.15
,1973,IRIS_313-11906,SULUS BALOK,TROP,JAP,JG9,Indonesia,SEA,11.84,11.67,93.79
,1974,IRIS_313-11907,TINAROH,TROP,JAP,JG9,Indonesia,SEA,10.26,10.11,93.64
,1975,IRIS_313-11908,DUAN SHEN ZI,TEMP,JAP,JG7,China,EAS,12.69,12.48,95.43
,1976,IRIS_313-11909,HONG MI JIU GONG JI,IND,IND,IG4,China,EAS,15.37,12.15,85.98
,1977,IRIS_313-11910,YU HE HONG,IND,IND,IG2,China,EAS,13.69,13.32,90.76
,1978,IRIS_313-11911,YUN NAN ZHAN,IND,IND,IG4,China,EAS,12.51,12.16,90.59
,1979,IRIS_313-11912,ESCONDE CACHO,IND,IND,IG3,Brazil,AME,13.15,10.48,85.45
,1980,IRIS_313-11913,BUAGKOG,TROP,JAP,JG9,Philippines,SEA,13.27,13.05,94.09
,1981,IRIS_313-11914,IB11,IND,ADM,Adm,Burundi,AFR,12.77,12.43,90.46
,1982,IRIS_313-11915,IB95,TROP,JAP,JG9,Ghana,AFR,10.25,9.79,93.71
,1983,IRIS_313-11916,MUDALIGA WEE,IND,IND,IG5,Sri_Lanka,SAS,15.58,15.18,91.05
,1984,IRIS_313-11917,BUTNAPAR,AUS,AUS,AUSG6,India,SAS,12.09,11.81,90.84
,1985,IRIS_313-11918,DILBAKSH,IND,IND,IG5,India,SAS,14.81,14.41,92.33
,1986,IRIS_313-11919,LAKHA KUAR,IND,IND,IG5,India,SAS,16.77,16.34,91.38
,1987,IRIS_313-11920,GI TAH,IND,IND,IG5,Thailand,SEA,17.49,17.03,91.08
,1988,IRIS_313-11921,KHAO GAHB BUA,IND,IND,IG2,Thailand,SEA,14.3,11.36,85.49
,1989,IRIS_313-11922,KHAO NAN,TROP,JAP,JG8,Thailand,SEA,13.88,13.68,94.79
,1990,IRIS_313-11923,KHAO NGAW,TROP,JAP,JG8,Thailand,SEA,11.08,10.89,93.72
,1991,IRIS_313-11924,NAM JAM,TROP,JAP,JG8,Thailand,SEA,63.77,62.76,96.54
,1992,IRIS_313-11925,SAWK GAM MAH,IND,IND,IG2,Thailand,SEA,12.22,9.64,84.97
,1993,IRIS_313-11926,SI NAM PUENG,TROP,JAP,JG8,Thailand,SEA,9.24,9.09,93.71
,1994,IRIS_313-11927,YAH TOW,IND,IND,IG2,Thailand,SEA,15.12,14.73,91.55
,1995,IRIS_313-11928,DAYRON MARANGRAS,TROP,JAP,JG9,Philippines,SEA,13.06,12.88,94.54
,1996,IRIS_313-11929,GILINGAN MARANGRAS,TROP,JAP,JG9,Philippines,SEA,22.15,21.81,95.35
,1997,IRIS_313-11930,ITA 117,IND,ADM,Adm,Nigeria,AFR,21.38,20.85,93.35
,1998,IRIS_313-11931,PEI ZAO 15,TEMP,JAP,JG7,China,EAS,9.95,9.72,96.98
,1999,IRIS_313-11932,SINDANO3,IND,ADM,Adm,Kenya,AFR,9.0,8.76,89.8
,2000,IRIS_313-11934,KANATO,IND,IND,IG1,Philippines,SEA,10.46,10.19,90.91
,2001,IRIS_313-11935,KONG KHSACH BANG KATT,IND,IND,IG2,Cambodia,SEA,17.08,16.66,91.49
,2002,IRIS_313-11936,NEANG MINH TONN,IND,IND,IG2,Cambodia,SEA,9.94,8.05,84.85
,2003,IRIS_313-11937,KUNJUKUNJU,IND,IND,IG1,India,SAS,10.51,10.21,90.23
,2004,IRIS_313-11938,GNASSOUMADOUGOU,IND,IND,IG3,Burkina_Faso,AFR,12.96,10.49,86.03
,2005,IRIS_313-11939,KAMPTI,IND,IND,IG3,Burkina_Faso,AFR,17.95,14.51,86.77
,2006,IRIS_313-11940,MALOBA(DISSI ROUGE),IND,IND,IG3,Burkina_Faso,AFR,15.26,14.87,91.51
,2007,IRIS_313-11941,MOUI SAMBA,IND,IND,IG1,Burkina_Faso,AFR,15.18,14.78,91.25
,2008,IRIS_313-11943,I 41,IND,IND,IG4,Nepal,SAS,12.51,10.05,87.42
,2009,IRIS_313-11944,I 814,IND,IND,IG4,Nepal,SAS,11.73,9.52,85.91
,2010,IRIS_313-11945,MALIKULI,IND,IND,IG5,Bangladesh,SAS,19.83,19.32,91.86
,2011,IRIS_313-11946,BWANGA MOUI,TROP,JAP,JG9,Burkina_Faso,AFR,14.5,14.27,94.71
,2012,IRIS_313-11947,BIE LEI,IND,IND,IG2,China,EAS,12.96,10.38,85.64
,2013,IRIS_313-11948,HOU LU BAI,IND,IND,IG4,China,EAS,7.51,5.87,83.26
,2014,IRIS_313-11949,LIU HE XI HE,IND,IND,IG4,China,EAS,16.6,13.47,86.74
,2015,IRIS_313-11950,MI GU,IND,IND,IG4,China,EAS,16.56,13.38,86.51
,2016,IRIS_313-11951,MIAO ZHAN,IND,IND,IG4,China,EAS,10.45,8.46,85.13
,2017,IRIS_313-11952,QI YUE ZHAN,IND,IND,IG4,China,EAS,14.42,11.59,86.22
,2018,IRIS_313-11953,SAN BAO GU,IND,IND,IG4,China,EAS,18.41,14.79,86.67
,2019,IRIS_313-11954,XIA HONG GU,IND,IND,IG4,China,EAS,13.7,11.07,85.95
,2020,IRIS_313-11955,YE DA GU,IND,IND,IG4,China,EAS,17.37,14.06,86.86
,2021,IRIS_313-11956,JUNGEMARSI,ADM,ADM,Adm,Nepal,SAS,7.32,7.17,94.49
,2022,IRIS_313-11957,DAW LUEY 4-3,IND,IND,IG4,Thailand,SEA,13.98,11.29,86.05
,2023,IRIS_313-11958,PUANG MAHLAI KHAO,IND,IND,IG2,Thailand,SEA,13.48,10.8,85.62
,2024,IRIS_313-11959,KAGIOS PUTI,IND,IND,IG2,Philippines,SEA,19.61,15.85,86.83
,2025,IRIS_313-11960,PORONG,IND,IND,IG1,Indonesia,SEA,10.25,9.97,90.23
,2026,IRIS_313-11961,IN TOK,IND,IND,IG2,Thailand,SEA,13.97,11.27,86.0
,2027,IRIS_313-11962,KHAO SETTI,IND,IND,IG2,Thailand,SEA,15.15,12.14,86.17
,2028,IRIS_313-11963,KARANGI,AUS,AUS,AUSG6,India,SAS,14.61,14.22,90.92
,2029,IRIS_313-11964,VUOTTA SAIL,IND,IND,IG5,Bangladesh,SAS,11.94,11.62,90.46
,2030,IRIS_313-11965,GUANG XUAN LIU HAO,IND,IND,IG4,China,EAS,11.26,9.1,85.59
,2031,IRIS_313-11966,QI GU,IND,IND,IG4,China,EAS,15.27,12.37,86.3
,2032,IRIS_313-11967,TANG DU GU,IND,IND,IG2,China,EAS,11.71,9.42,85.15
,2033,IRIS_313-11968,ZHAO DAN AI,IND,IND,IG4,China,EAS,11.22,9.01,85.73
,2034,IRIS_313-11969,SHYAMJIRA,IND,IND,IG5,India,SAS,11.54,11.26,90.43
,2035,IRIS_313-11970,BUNTU DOMBA 1,TROP,JAP,JG9,Indonesia,SEA,10.6,10.42,93.86
,2036,IRIS_313-11971,PARE LAMBAN BINGKA,JAP,JAP,JG10,Indonesia,SEA,11.3,11.1,93.95
,2037,IRIS_313-11973,NOINJO,TEMP,JAP,JG7,South_Korea,EAS,14.58,14.4,96.64
,2038,IRIS_313-11974,NKUMBAN NDINGO,IND,IND,IG3,Liberia,AFR,11.26,9.04,85.42
,2039,IRIS_313-11975,PA LOSSES 3,IND,IND,IG3,Sierra_Leone,AFR,6.06,4.85,82.44
,2040,IRIS_313-11976,PA MATIS,IND,IND,IG3,Sierra_Leone,AFR,8.85,6.69,84.09
,2041,IRIS_313-11977,MAMORIAKA,IND,IND,IG2,Madagascar,AFR,10.48,7.93,85.18
,2042,IRIS_313-11978,IR 5657-33-2,IND,IND,IG1,Philippines,SEA,17.36,16.91,91.57
,2043,IRIS_313-11979,IR 19661-364-1-2-3,IND,IND,IG1,Philippines,SEA,17.3,16.79,91.52
,2044,IRIS_313-11980,HSINCHU AI CHIO CHIENG,IND,IND,IG4,Taiwan,EAS,13.42,10.24,86.09
,2045,IRIS_313-11981,TAICHUNG 188,TEMP,JAP,JG7,Taiwan,EAS,9.4,9.32,97.34
,2046,IRIS_313-11982,PORASHI,AUS,AUS,AUSG6,Bangladesh,SAS,11.06,10.61,90.39
,2047,IRIS_313-11983,KERIBAREFOR,IND,IND,IG3,Burkina_Faso,AFR,9.82,7.26,84.84
,2048,IRIS_313-11984,BLAU BLA,TEMP,JAP,JG7,Vietnam,SEA,11.98,11.74,95.58
,2049,IRIS_313-11985,LI TOU ZHAN,IND,IND,IG2,China,EAS,9.9,7.57,84.62
,2050,IRIS_313-11986,LIANG GUANG,IND,IND,IG4,China,EAS,14.08,11.01,85.54
,2051,IRIS_313-11987,IR 10120-7-2-1-4,IND,IND,IG1,Philippines,SEA,11.92,11.6,90.84
,2052,IRIS_313-11988,POTOQOIN,IND,IND,IG3,Sierra_Leone,AFR,15.21,11.63,86.2
,2053,IRIS_313-11989,TAMBAS JANGKOK,IND,IND,IG3,Brunei_Darussalam,SEA,15.2,11.61,86.48
,2054,IRIS_313-11990,TAISEN GLUTINOUS YU 1157,IND,IND,IG1,Taiwan,EAS,9.88,9.64,90.33
,2055,IRIS_313-11991,CHON,IND,IND,IG2,Laos,SEA,11.16,8.5,85.35
,2056,IRIS_313-11992,Chao lao soung,IND,IND,IG2,Laos,SEA,8.34,6.26,83.97
,2057,IRIS_313-11993,LIM MA NO MA KHIN NYUNT,IND,IND,IG3,Myanmar,SEA,9.32,7.15,84.35
,2058,IRIS_313-11994,KALINDIG,TROP,JAP,JG9,Philippines,SEA,19.13,18.84,94.89
,2059,IRIS_313-11995,PINUTYUKAN,TROP,JAP,JG9,Philippines,SEA,13.21,12.98,94.64
,2060,IRIS_313-11996,TUI(KIDAYAN),IND,IND,IG2,Philippines,SEA,13.44,10.27,85.82
,2061,IRIS_313-11997,BARUM,IND,IND,IG2,Cambodia,SEA,7.96,5.76,83.28
,2062,IRIS_313-11998,DAMNOEUB KAUN KHMOM,IND,IND,IG2,Cambodia,SEA,12.5,9.57,85.52
,2063,IRIS_313-11999,KAUN TREI,IND,IND,IG2,Cambodia,SEA,18.35,14.03,86.59
,2064,IRIS_313-12000,LAANG,IND,IND,IG2,Cambodia,SEA,21.78,16.69,87.35
,2065,IRIS_313-12002,LARA BORO,AUS,AUS,AUSG6,Bangladesh,SAS,11.76,11.46,90.38
,2066,IRIS_313-12003,GYEONGSAN 1,TEMP,JAP,JG7,South_Korea,EAS,11.51,11.32,96.25
,2067,IRIS_313-12004,TANALA,ADM,ADM,Adm,Madagascar,AFR,11.03,10.8,92.41
,2068,IRIS_313-12005,CHE MAH,IND,IND,IG3,Malaysia,SEA,8.85,7.05,84.14
,2069,IRIS_313-12006,PADI HANGIR,TROP,JAP,JG9,Malaysia,SEA,11.77,11.56,93.68
,2070,IRIS_313-12007,JIA GEN,IND,IND,IG2,China,EAS,12.66,10.01,85.19
,2071,IRIS_313-12009,PO HE,IND,IND,IG4,China,EAS,12.74,10.19,87.15
,2072,IRIS_313-12010,YAN ZHAN,IND,IND,IG4,China,EAS,18.91,15.07,86.77
,2073,IRIS_313-12011,YU TOU ZHONG,IND,IND,IG2,China,EAS,9.57,7.71,83.7
,2074,IRIS_313-12012,ZAO LENG SHUI ZHAN,IND,IND,IG4,China,EAS,9.81,7.85,84.5
,2075,IRIS_313-12013,RAUSRR 4,IND,IND,IG5,India,SAS,11.84,11.56,90.78
,2076,IRIS_313-12014,ADANKARU,IND,IND,IG5,Nigeria,AFR,12.87,12.53,90.7
,2077,IRIS_313-12015,DOGON IRI,IND,IND,IG5,Nigeria,AFR,12.31,11.97,90.59
,2078,IRIS_313-12016,EX AUBERGE,IND,IND,IG4,Egypt,AFR,13.74,10.84,85.3
,2079,IRIS_313-12017,EX SANDEMA,IND,IND,IG2,Ghana,AFR,9.28,7.37,84.44
,2080,IRIS_313-12018,FRENSI GBOI,TROP,JAP,JG9,Sierra_Leone,AFR,14.09,13.88,94.56
,2081,IRIS_313-12021,ITA 131,TROP,JAP,JG9,Nigeria,AFR,8.27,8.16,93.29
,2082,IRIS_313-12024,,IND,IND,IG1,na,na,18.52,18.04,91.66
,2083,IRIS_313-12027,ACEH(SELECTION),IND,IND,IG3,Indonesia,SEA,12.05,9.57,85.23
,2084,IRIS_313-12028,Chao bong,IND,IND,IG4,Laos,SEA,11.92,9.53,85.57
,2085,IRIS_313-12029,Chao meo,TROP,JAP,JG8,Laos,SEA,9.6,9.46,93.8
,2086,IRIS_313-12030,DELI 2,ADM,ADM,Adm,Malaysia,SEA,12.43,12.17,93.48
,2087,IRIS_313-12031,P.T.Q. QINDONAAL,TROP,JAP,JG9,Philippines,SEA,8.68,8.53,93.65
,2088,IRIS_313-12033,GAO JIAO HONG,IND,IND,IG4,China,EAS,21.34,16.55,86.81
,2089,IRIS_313-12036,CHAN LEUY,IND,IND,IG2,Cambodia,SEA,10.28,8.1,86.32
,2090,IRIS_313-12037,KHMAO KDET,IND,IND,IG2,Cambodia,SEA,13.38,10.61,85.76
,2091,IRIS_313-12038,MUOY KUM,IND,IND,IG2,Cambodia,SEA,12.33,9.6,85.5
,2092,IRIS_313-12039,NEANG AN,IND,IND,IG2,Cambodia,SEA,10.84,8.45,84.94
,2093,IRIS_313-12040,NEANG LAU,IND,IND,IG2,Cambodia,SEA,19.54,15.29,86.8
,2094,IRIS_313-12041,NOU,IND,IND,IG2,Cambodia,SEA,17.22,13.5,86.7
,2095,IRIS_313-12042,PHCAR KABAS,IND,IND,IG2,Cambodia,SEA,9.26,7.27,84.24
,2096,IRIS_313-12043,SAMBOK ANGKRANG,IND,IND,IG2,Cambodia,SEA,9.67,7.47,84.11
