Check All,ID,code,name,meta-infomation-based subspecies,SNP-based subspecies,SNP-based subgroup,country,region,sequencing depth,mapping depth,mapping coverage
,1582,IRIS_313-11439,NIRA PRIETO,IND,JAP,JG9,Cuba,AME,10.55,10.38,93.8
,1583,IRIS_313-11441,NALA,IND,JAP,JG9,Philippines,SEA,10.47,10.3,93.68
,1584,IRIS_313-11442,ARC 18502,IND,IND,IG4,India,SAS,10.2,8.3,84.73
,1585,IRIS_313-11443,ARC 18533,IND,IND,IG4,India,SAS,16.19,13.22,86.25
,1586,IRIS_313-11445,NCS102,IND,IND,IG5,India,SAS,8.99,8.78,89.42
,1587,IRIS_313-11446,NAPDAI,IND,IND,IG5,India,SAS,10.99,10.72,90.28
,1588,IRIS_313-11447,TUNAGANNAPNANG,IND,IND,IG4,India,SAS,13.71,11.11,85.52
,1589,IRIS_313-11448,BARAMANJ,IND,IND,IG5,India,SAS,12.09,11.79,90.21
,1590,IRIS_313-11449,KODIA PHUL,AUS,IND,IG5,India,SAS,11.74,11.43,90.32
,1591,IRIS_313-11451,KALISAL,AUS,ARO,AROG11,India,SAS,11.64,11.41,92.08
,1592,IRIS_313-11452,LOCAL BHAT,IND,AUS,AUSG6,India,SAS,11.23,10.97,90.17
,1593,IRIS_313-11453,ZINYA KOLAMBA,AUS,IND,IG5,India,SAS,31.26,30.51,92.37
,1594,IRIS_313-11454,BARI SUTAR,AUS,AUS,AUSG6,India,SAS,12.37,12.09,90.43
,1595,IRIS_313-11455,CIPPI,AUS,AUS,AUSG6,India,SAS,9.88,9.64,89.41
,1596,IRIS_313-11456,KOLAMBA,AUS,AUS,AUSG6,India,SAS,12.31,12.01,90.31
,1597,IRIS_313-11458,KARAHANI,TEMP,AUS,AUSG6,India,SAS,13.24,12.93,90.17
,1598,IRIS_313-11460,SELHI,IND,IND,IG5,India,SAS,20.09,19.6,91.28
,1599,IRIS_313-11461,VAIKATHARYAN,AUS,IND,IG5,India,SAS,19.22,18.73,90.97
,1600,IRIS_313-11462,SALSI,IND,AUS,AUSG6,India,SAS,12.9,12.6,90.34
,1601,IRIS_313-11463,KATSIYAM TABAO,TROP,IND,IG2,Philippines,SEA,13.38,10.68,85.24
,1602,IRIS_313-11464,CARAWI,TROP,JAP,JG9,Philippines,SEA,13.46,13.24,93.94
,1603,IRIS_313-11465,DINORADO,IND,JAP,JG9,Philippines,SEA,11.9,11.72,93.12
,1604,IRIS_313-11467,MACAPAGAL,TEMP,IND,IG2,Philippines,SEA,18.51,14.9,86.4
,1605,IRIS_313-11471,CULALANSI,IND,IND,IG2,Philippines,SEA,12.41,10.01,85.39
,1606,IRIS_313-11472,BANGBANG,TROP,IND,IG2,Philippines,SEA,15.63,12.54,85.91
,1607,IRIS_313-11473,KINTOMAN(TOD-DOY),AUS,JAP,JG9,Philippines,SEA,14.52,14.32,93.74
,1608,IRIS_313-11476,KALIPINCH,AUS,AUS,AUSG6,India,SAS,13.5,13.17,91.18
,1609,IRIS_313-11477,KANPURI,IND,AUS,AUSG6,India,SAS,15.87,15.5,90.89
,1610,IRIS_313-11478,LOCAL,TEMP,IND,IG5,India,SAS,14.54,14.17,90.54
,1611,IRIS_313-11479,VANKALI,IND,JAP,JG10,India,SAS,12.79,12.58,93.48
,1612,IRIS_313-11480,PR106,AUS,IND,IG1,India,SAS,10.2,9.97,88.82
,1613,IRIS_313-11481,BINNAFUL,AUS,AUS,AUSG6,Bangladesh,SAS,9.73,9.5,89.62
,1614,IRIS_313-11482,BONGEZA,AUS,AUS,AUSG6,Bangladesh,SAS,8.46,8.24,88.51
,1615,IRIS_313-11483,BOTESHSHORE,AUS,AUS,AUSG6,Bangladesh,SAS,17.74,17.32,91.0
,1616,IRIS_313-11484,EJALI,IND,AUS,AUSG6,Bangladesh,SAS,19.96,19.45,91.36
,1617,IRIS_313-11485,RAMINAD(GERMAN),IND,IND,IG2,Philippines,SEA,14.86,11.94,85.6
,1618,IRIS_313-11486,KHAGRAI DIGHA,IND,IND,IG4,Bangladesh,SAS,7.65,5.92,84.23
,1619,IRIS_313-11487,LALDIGHA,TEMP,IND,IG5,Bangladesh,SAS,13.24,12.91,90.32
,1620,IRIS_313-11489,KALU T 139,IND,AUS,AUSG6,India,SAS,18.63,18.2,91.75
,1621,IRIS_313-11490,ARC 15480,IND,IND,IG3,India,SAS,14.77,11.89,85.46
,1622,IRIS_313-11491,BIR BAHADUR,AUS,IND,IG5,India,SAS,11.75,11.47,90.1
,1623,IRIS_313-11492,SIRHANTI,IND,AUS,AUSG6,India,SAS,12.89,12.56,90.13
,1624,IRIS_313-11493,AR 133,TROP,IND,IG2,India,SAS,26.75,20.92,86.44
,1625,IRIS_313-11494,IC25690,TROP,JAP,JG8,India,SAS,11.39,11.22,93.86
,1626,IRIS_313-11495,ANENOE,JAP,JAP,JG9,Indonesia,SEA,13.03,12.82,93.8
,1627,IRIS_313-11496,BALU PRIA,IND,JAP,JG10,Indonesia,SEA,10.41,10.26,93.14
,1628,IRIS_313-11497,PADI ARA,JAP,IND,IG5,Indonesia,SEA,9.78,9.54,89.66
,1629,IRIS_313-11498,PADI HEDENG(REKET HEDENG),TEMP,JAP,JG10,Indonesia,SEA,12.27,12.05,93.1
,1630,IRIS_313-11499,PADI UDANG,IND,JAP,JG9,Indonesia,SEA,11.5,11.32,93.51
,1631,IRIS_313-11500,SKK,IND,IND,IG5,Indonesia,SEA,12.67,12.32,89.36
,1632,IRIS_313-11505,K 1074,IND,IND,IG5,India,SAS,13.83,13.46,89.76
,1633,IRIS_313-11506,K 15591-4,IND,IND,IG2,India,SAS,12.59,9.84,85.12
,1634,IRIS_313-11507,TV30,IND,IND,IG1,Vietnam,SEA,11.11,10.86,89.08
,1635,IRIS_313-11508,PAWNG AEW 1,TEMP,IND,IG2,Thailand,SEA,11.33,8.81,84.22
,1636,IRIS_313-11509,PRADOO DAENG,IND,IND,IG2,Thailand,SEA,11.56,9.39,83.4
,1637,IRIS_313-11510,A 69-1,TROP,IND,IG1,Sri_Lanka,SAS,12.57,12.25,90.21
,1638,IRIS_313-11511,WAGASAN(RED),IND,JAP,JG9,Philippines,SEA,13.28,13.09,93.38
,1639,IRIS_313-11512,OYAK PAKANG,TROP,IND,IG2,Philippines,SEA,14.83,11.67,85.22
,1640,IRIS_313-11513,CHATO,TROP,IND,IG1,Ecuador,AME,15.43,15.07,90.6
,1641,IRIS_313-11515,BKN-BR-1031-78-5-4,IND,IND,IG2,na,na,15.51,12.22,85.75
,1642,IRIS_313-11516,IR 3839-1,IND,IND,IG2,Philippines,SEA,23.73,18.67,86.81
,1643,IRIS_313-11517,IR 4432-28-5,IND,IND,IG1,Philippines,SEA,11.8,11.51,89.95
,1644,IRIS_313-11521,TAN NONG,IND,IND,IG4,Vietnam,SEA,15.11,11.85,85.65
,1645,IRIS_313-11522,XINTUAN HEI GU,IND,JAP,JG7,China,EAS,19.51,19.3,95.41
,1646,IRIS_313-11523,ADIALLO,TROP,IND,IG3,Senegal,AFR,12.88,10.07,85.19
,1647,IRIS_313-11524,KOUINONEPOU,IND,JAP,JG9,Ivory_Coast,AFR,10.28,10.14,92.53
,1648,IRIS_313-11525,DIAMBARANG,TROP,IND,IG2,Guinea-Bissau,AFR,6.48,5.04,81.19
,1649,IRIS_313-11526,FOSSA(GBE),TROP,JAP,JG9,Ivory_Coast,AFR,13.03,12.83,93.77
,1650,IRIS_313-11527,GOLO,IND,JAP,JG9,Ivory_Coast,AFR,12.34,12.15,92.74
,1651,IRIS_313-11528,ZO,IND,IND,IG3,Ivory_Coast,AFR,20.29,15.87,85.1
,1652,IRIS_313-11530,JAO KHAO,IND,IND,IG2,Thailand,SEA,19.5,15.25,84.97
,1653,IRIS_313-11532,MARIA GAKIT,IND,JAP,JG9,Philippines,SEA,12.29,12.12,92.54
,1654,IRIS_313-11534,NAHNG KHAO BOW,IND,IND,IG3,Thailand,SEA,10.61,7.15,83.05
,1655,IRIS_313-11535,PAH DI MI RAHK,TEMP,IND,IG3,Thailand,SEA,10.59,8.17,84.88
,1656,IRIS_313-11536,,TROP,JAP,JG7,Georgia,EUR,11.06,10.94,93.31
,1657,IRIS_313-11537,J 6 IR438(WC694),IND,JAP,JG9,Philippines,SEA,14.61,14.39,93.46
,1658,IRIS_313-11538,J 6 IR520(WC693),TROP,IND,IG1,Philippines,SEA,12.11,11.82,89.26
,1659,IRIS_313-11539,SP6(WC836),TROP,JAP,JG10,na,na,12.15,11.98,92.85
,1660,IRIS_313-11540,PATIE ROUGE,IND,JAP,JG9,Guinea,AFR,12.89,12.7,92.54
,1661,IRIS_313-11541,HOE PHAR THAE,ADM,IND,IG4,Myanmar,SEA,14.65,11.42,84.31
,1662,IRIS_313-11542,KHAO KUM PAR,IND,ARO,AROG11,Myanmar,SEA,12.65,12.35,89.72
,1663,IRIS_313-11543,KYUN TAW SEIN,IND,IND,IG2,Myanmar,SEA,15.21,11.88,84.33
,1664,IRIS_313-11544,LINPAN CHAW,IND,IND,IG3,Myanmar,SEA,12.94,10.12,83.94
,1665,IRIS_313-11545,MOE GAUNG PYU,IND,IND,IG3,Myanmar,SEA,11.65,9.1,83.83
,1666,IRIS_313-11546,NGA CHAN HMWE,IND,IND,IG5,Myanmar,SEA,17.31,16.85,89.66
,1667,IRIS_313-11547,SHWE SABA,IND,IND,IG3,Myanmar,SEA,20.97,16.3,85.92
,1668,IRIS_313-11548,TAUNG LWIN,IND,IND,IG5,Myanmar,SEA,13.76,13.4,89.37
,1669,IRIS_313-11549,TAUNGYA SABA,IND,IND,IG4,Myanmar,SEA,9.88,8.0,82.66
,1670,IRIS_313-11551,FELEGBASEH,IND,IND,IG3,Sierra_Leone,AFR,8.85,6.59,81.26
,1671,IRIS_313-11554,PA RABICHINA,IND,IND,IG3,Sierra_Leone,AFR,13.17,10.34,83.83
,1672,IRIS_313-11555,PA WOON,IND,IND,IG3,Sierra_Leone,AFR,17.68,13.78,84.8
,1673,IRIS_313-11556,TUBMAN,AUS,IND,IG3,Sierra_Leone,AFR,11.35,8.9,83.48
,1674,IRIS_313-11557,GORIA,IND,AUS,AUSG6,Bangladesh,SAS,13.47,13.13,90.22
,1675,IRIS_313-11558,NULI,IND,IND,IG5,Bangladesh,SAS,14.75,14.37,90.09
,1676,IRIS_313-11561,BANGLA,IND,IND,IG5,Nepal,SAS,14.86,14.49,90.09
,1677,IRIS_313-11563,BIJULI BATI,ARO,IND,IG5,Nepal,SAS,13.4,13.08,89.67
,1678,IRIS_313-11564,HALIDA,IND,ARO,AROG11,Nepal,SAS,11.63,11.41,91.94
,1679,IRIS_313-11565,KUSUM KATIKI,IND,IND,IG5,Nepal,SAS,14.91,14.53,90.07
,1680,IRIS_313-11566,MOONOR,ARO,IND,IG5,Nepal,SAS,13.96,13.62,89.91
,1681,IRIS_313-11567,RATO BASMATI,IND,ARO,AROG11,Nepal,SAS,15.13,14.83,92.18
,1682,IRIS_313-11568,SATHIYA,IND,IND,IG4,Nepal,SAS,13.54,10.77,85.23
,1683,IRIS_313-11570,GENG 77-4,TEMP,IND,IG1,China,EAS,12.01,11.72,90.34
,1684,IRIS_313-11571,BAI MANG AI ZHONG,IND,JAP,JG7,China,EAS,12.28,12.16,94.71
,1685,IRIS_313-11572,BAI MI TIE QIU,IND,IND,IG2,China,EAS,13.77,10.98,84.94
,1686,IRIS_313-11573,GAO LIANG ZAO,TEMP,IND,IG2,China,EAS,11.93,9.36,84.04
,1687,IRIS_313-11574,HEI TOU HONG,TEMP,JAP,JG7,China,EAS,10.89,10.77,94.29
,1688,IRIS_313-11575,HONG PI NUO,IND,JAP,JG7,China,EAS,16.37,16.19,95.14
,1689,IRIS_313-11576,JIANG HUI DAO,IND,IND,IG2,China,EAS,10.63,8.43,83.52
,1690,IRIS_313-11577,LANG QIAN CHE,TEMP,IND,IG2,China,EAS,11.23,8.93,84.08
,1691,IRIS_313-11578,LUAN DAO,IND,JAP,JG7,China,EAS,9.94,9.8,93.39
,1692,IRIS_313-11579,SHAN GU,IND,IND,IG4,China,EAS,13.54,10.76,84.72
,1693,IRIS_313-11580,TAI ZHOU XIAN,TEMP,IND,IG2,China,EAS,14.85,11.81,84.76
,1694,IRIS_313-11582,WAN GENG BAI DAO TOU,TEMP,JAP,JG7,China,EAS,16.27,16.06,94.7
,1695,IRIS_313-11584,YI SUI QI,IND,JAP,JG7,China,EAS,9.03,8.94,93.17
,1696,IRIS_313-11585,,TEMP,IND,IG4,China,EAS,10.99,8.95,83.07
,1697,IRIS_313-11586,36037-1,IND,JAP,JG7,China,EAS,14.34,14.21,95.56
,1698,IRIS_313-11588,MR69,ADM,IND,IG2,Malaysia,SEA,14.78,11.98,84.69
,1699,IRIS_313-11591,PULUT MERAH 2,IND,ADM,Adm,Malaysia,SEA,15.59,15.28,91.96
,1700,IRIS_313-11594,CHAN THANH HOA,AUS,IND,IG2,Vietnam,SEA,10.97,8.67,83.94
,1701,IRIS_313-11595,AMAKOYALI,IND,AUS,AUSG6,India,SAS,5.72,5.59,85.74
,1702,IRIS_313-11596,BHAINSA MUNDARIYA,IND,IND,IG4,India,SAS,15.26,12.0,84.82
,1703,IRIS_313-11597,BHATA PYAGI,AUS,IND,IG5,India,SAS,13.87,13.54,89.73
,1704,IRIS_313-11598,GODADANI,IND,IND,IG4,India,SAS,14.21,11.21,86.84
,1705,IRIS_313-11599,JUGRAY,IND,IND,IG5,India,SAS,11.81,11.51,90.1
,1706,IRIS_313-11600,KOTODESHI,AUS,IND,IG5,India,SAS,11.79,11.48,89.39
,1707,IRIS_313-11602,MALCHI,AUS,AUS,AUSG6,India,SAS,16.59,16.21,90.49
,1708,IRIS_313-11603,PANDRI PAREWA,AUS,AUS,AUSG6,India,SAS,12.09,11.81,90.04
,1709,IRIS_313-11604,SUGARKAND,IND,AUS,AUSG6,India,SAS,18.94,18.49,91.09
,1710,IRIS_313-11606,BOKDEL,ARO,IND,IG5,India,SAS,10.19,9.94,88.43
,1711,IRIS_313-11607,HOLDIGANTHI,IND,IND,IG5,India,SAS,18.96,18.47,90.93
,1712,IRIS_313-11608,KHAO BAWNG,IND,IND,IG3,Thailand,SEA,5.7,4.58,80.74
,1713,IRIS_313-11609,MAE HAWM,TEMP,IND,IG3,Thailand,SEA,10.84,8.57,84.55
,1714,IRIS_313-11610,WUA PAN LAK,IND,IND,IG3,Thailand,SEA,7.54,6.09,80.37
,1715,IRIS_313-11611,YAH YAW,IND,JAP,JG9,Thailand,SEA,11.92,11.71,93.34
,1716,IRIS_313-11615,MANARE(PHOM),AUS,IND,IG3,Guinea,AFR,18.75,15.07,85.96
,1717,IRIS_313-11616,UPRH31,AUS,AUS,AUSG6,India,SAS,12.11,11.83,90.51
,1718,IRIS_313-11617,UPRH33,AUS,AUS,AUSG6,India,SAS,16.2,15.82,91.13
,1719,IRIS_313-11618,UPRH58,AUS,AUS,AUSG6,India,SAS,16.13,15.74,90.9
,1720,IRIS_313-11619,UPRH166,AUS,AUS,AUSG6,India,SAS,12.7,12.41,90.61
,1721,IRIS_313-11620,UPRH197,IND,AUS,AUSG6,India,SAS,13.98,13.66,91.08
,1722,IRIS_313-11621,UPRH265,IND,IND,IG2,India,SAS,13.28,10.63,85.2
,1723,IRIS_313-11622,JUAN YE LAI,TROP,IND,IG4,China,EAS,17.55,14.17,86.03
,1724,IRIS_313-11623,KAO SONG HAI,IND,JAP,JG8,China,EAS,13.45,13.25,93.89
,1725,IRIS_313-11624,ANADI WHITE,IND,IND,IG4,Nepal,SAS,18.19,14.75,86.3
,1726,IRIS_313-11625,CHOBO,ARO,ARO,AROG11,Nepal,SAS,14.99,14.71,92.52
,1727,IRIS_313-11626,GUDURA,ARO,ARO,AROG11,Nepal,SAS,17.4,17.06,92.8
,1728,IRIS_313-11627,JADO,ADM,ARO,AROG11,Nepal,SAS,13.02,12.73,91.6
,1729,IRIS_313-11628,KARISHNABELI,AUS,IND,IG1,Nepal,SAS,7.05,6.88,92.55
,1730,IRIS_313-11629,LATIJHABAR,ARO,AUS,AUSG6,Nepal,SAS,13.82,13.47,90.74
,1731,IRIS_313-11630,POHHERLIMASION,ARO,ARO,AROG11,Nepal,SAS,16.34,16.0,92.67
,1732,IRIS_313-11632,SETO JHINUWA,IND,ARO,AROG11,Nepal,SAS,12.93,12.67,91.99
,1733,IRIS_313-11635,GAM PERNG,AUS,IND,IG2,Thailand,SEA,40.91,32.18,87.81
,1734,IRIS_313-11636,NCS271 A,IND,AUS,AUSG6,India,SAS,13.1,12.78,90.54
,1735,IRIS_313-11638,NCS331,IND,IND,IG5,India,SAS,15.63,15.25,90.82
,1736,IRIS_313-11639,NCS349,IND,IND,IG1,India,SAS,12.71,12.42,90.56
,1737,IRIS_313-11640,NCS458,IND,IND,IG5,India,SAS,14.32,13.94,90.59
,1738,IRIS_313-11641,NCS477,IND,IND,IG5,India,SAS,12.04,11.76,90.7
,1739,IRIS_313-11642,NCS599,IND,IND,IG5,India,SAS,27.87,27.18,91.96
,1740,IRIS_313-11643,NCS603 B,IND,IND,IG1,India,SAS,39.56,38.58,92.61
,1741,IRIS_313-11644,NCS745,IND,IND,IG5,India,SAS,33.17,32.3,92.29
,1742,IRIS_313-11645,NCS766,IND,IND,IG5,India,SAS,39.91,38.89,92.51
,1743,IRIS_313-11646,NCS771 A,IND,IND,IG5,India,SAS,40.79,39.76,92.5
,1744,IRIS_313-11647,NCS809 A,IND,IND,IG5,India,SAS,17.68,17.26,91.26
,1745,IRIS_313-11648,NCS830,IND,IND,IG5,India,SAS,30.94,30.18,91.92
,1746,IRIS_313-11650,NCS901 A,TEMP,ADM,Adm,India,SAS,11.61,11.33,90.39
,1747,IRIS_313-11651,FEI ZHAO 12,TEMP,JAP,JG7,China,EAS,37.13,36.76,97.52
,1748,IRIS_313-11652,GONG SHE 9,TEMP,JAP,JG7,China,EAS,30.19,29.87,96.02
,1749,IRIS_313-11653,MA SHE 8,TEMP,JAP,JG7,China,EAS,14.4,14.28,96.77
,1750,IRIS_313-11654,PL 3165,IND,JAP,JG7,China,EAS,15.99,15.78,96.52
,1751,IRIS_313-11655,SI WAN 14,IND,JAP,JG7,China,EAS,22.4,21.95,96.88
,1752,IRIS_313-11656,B 3913 B 16-20 ST 28,IND,IND,IG3,Indonesia,SEA,40.31,31.59,88.24
,1753,IRIS_313-11657,EX WUKARI(WILD),TROP,IND,IG5,Nigeria,AFR,41.04,39.89,92.41
,1754,IRIS_313-11658,MANYALOJOPOIHUN,TROP,JAP,JG9,Sierra_Leone,AFR,16.33,16.09,94.56
,1755,IRIS_313-11659,TOBOHUN,TROP,JAP,JG9,Sierra_Leone,AFR,29.03,28.59,94.96
,1756,IRIS_313-11660,WULE DASIMA,TEMP,JAP,JG9,Liberia,AFR,8.22,8.1,92.78
,1757,IRIS_313-11661,91-382,AUS,JAP,JG10,Bhutan,SAS,32.35,32.09,97.25
,1758,IRIS_313-11663,MARHARORA,IND,IND,IG5,Zimbabwe,AFR,34.09,33.25,92.55
,1759,IRIS_313-11664,CUN GU NUO,IND,IND,IG4,China,EAS,39.88,31.61,88.26
,1760,IRIS_313-11665,JIN HUA 258,IND,IND,IG4,China,EAS,41.1,32.57,88.03
,1761,IRIS_313-11666,LONG GE 33,IND,IND,IG4,China,EAS,17.35,13.88,86.88
,1762,IRIS_313-11667,LUO AI ZAO 3,IND,IND,IG4,China,EAS,26.19,20.69,87.63
,1763,IRIS_313-11668,RONG DAO 4,IND,IND,IG4,China,EAS,40.33,31.59,88.49
,1764,IRIS_313-11669,,IND,IND,IG2,China,EAS,57.81,45.35,88.94
,1765,IRIS_313-11671,DERAWA,TEMP,IND,IG5,Nepal,SAS,48.19,47.06,93.67
,1766,IRIS_313-11672,RAI MANULA,TROP,JAP,JG7,Nepal,SAS,9.74,9.67,97.35
,1767,IRIS_313-11673,BURI-BURING,IND,JAP,JG9,Philippines,SEA,36.22,35.7,95.74
,1768,IRIS_313-11674,BEUA KAE,TROP,IND,IG2,Thailand,SEA,30.54,24.16,87.54
,1769,IRIS_313-11676,E-MOOM,IND,IND,IG2,Thailand,SEA,14.81,11.85,86.21
,1770,IRIS_313-11677,E-NAWN KHAO,IND,IND,IG2,Thailand,SEA,28.14,22.06,87.25
,1771,IRIS_313-11678,E-PLUAK,IND,IND,IG2,Thailand,SEA,15.0,11.96,86.07
,1772,IRIS_313-11679,GASET BOW,IND,IND,IG2,Thailand,SEA,15.74,12.61,86.35
,1773,IRIS_313-11680,KHAO BUN MI,IND,IND,IG2,Thailand,SEA,12.54,10.0,85.8
,1774,IRIS_313-11681,KHAO PAWM,IND,IND,IG2,Thailand,SEA,39.64,31.22,87.93
,1775,IRIS_313-11682,MA EUE,IND,IND,IG2,Thailand,SEA,12.72,10.14,85.8
,1776,IRIS_313-11683,NIAW KHIAW NGOO,IND,IND,IG2,Thailand,SEA,37.66,29.78,87.93
,1777,IRIS_313-11684,OB CHUEY,IND,IND,IG2,Thailand,SEA,31.25,24.12,87.37
,1778,IRIS_313-11685,PLAWNG SAENG,IND,IND,IG2,Thailand,SEA,34.58,27.25,87.75
,1779,IRIS_313-11686,QUAHNG LUANG,IND,IND,IG2,Thailand,SEA,38.87,30.72,88.02
,1780,IRIS_313-11687,SA GAE,IND,IND,IG2,Thailand,SEA,36.17,28.37,87.58
,1781,IRIS_313-11688,SIA MOO,TEMP,IND,IG2,Thailand,SEA,13.22,10.71,85.81
,1782,IRIS_313-11689,DECHANGBYEO,ADM,JAP,JG7,South_Korea,EAS,34.27,34.02,98.1
,1783,IRIS_313-11690,KOCHUM,TROP,ADM,Adm,Bhutan,SAS,13.26,13.03,93.1
,1784,IRIS_313-11691,SHANGYIPA,IND,JAP,JG8,Bhutan,SAS,34.95,34.48,95.5
,1785,IRIS_313-11692,CHIAYI-WU-K O,IND,IND,IG4,Taiwan,EAS,32.12,25.62,87.89
,1786,IRIS_313-11693,CHING-CHUNG,IND,IND,IG2,Taiwan,EAS,21.01,16.96,87.05
,1787,IRIS_313-11694,CHING-LIU,IND,IND,IG2,Taiwan,EAS,12.69,10.25,85.12
,1788,IRIS_313-11695,HSIN-TAO-YUAN-CHING-YU,ARO,IND,IG2,Taiwan,EAS,14.14,11.5,86.1
,1789,IRIS_313-11698,TAIPEI 167,IND,ARO,AROG11,Taiwan,EAS,12.59,12.35,93.01
,1790,IRIS_313-11700,DAW NOK KAEN,IND,IND,IG2,Thailand,SEA,34.9,27.58,87.87
,1791,IRIS_313-11702,CN1067,IND,JAP,JG7,United_States,AME,14.48,14.34,97.26
,1792,IRIS_313-11704,BAHN DAENG,IND,IND,IG2,Thailand,SEA,30.95,24.43,87.47
,1793,IRIS_313-11705,DAWK PUD KHAO,IND,IND,IG2,Thailand,SEA,33.23,26.11,87.94
,1794,IRIS_313-11706,KHAO NOK-4,TEMP,IND,IG3,Thailand,SEA,19.15,15.61,86.68
,1795,IRIS_313-11707,KHAO SAHKORN,IND,IND,IG2,Thailand,SEA,30.85,24.18,87.47
,1796,IRIS_313-11708,KHAO YAI GUANG,IND,IND,IG2,Thailand,SEA,30.53,24.14,87.69
,1797,IRIS_313-11709,LEUANG KHAJAWN,IND,IND,IG2,Thailand,SEA,32.61,25.83,87.71
,1798,IRIS_313-11710,LEUANG MAI,IND,IND,IG2,Thailand,SEA,39.07,30.84,88.32
,1799,IRIS_313-11711,RAI MAHK MEUANG,AUS,IND,IG2,Thailand,SEA,35.15,27.77,87.82
,1800,IRIS_313-11712,GORA DHAN 2,IND,AUS,AUSG6,India,SAS,15.04,14.68,91.15
,1801,IRIS_313-11713,ITA 245,ADM,IND,IG3,Nigeria,AFR,8.56,6.9,82.64
,1802,IRIS_313-11714,CHAMPION,IND,IND,IG1,Guyana,AME,10.61,10.4,91.8
,1803,IRIS_313-11716,SOSSOKA,IND,IND,IG2,Guinea,AFR,29.0,22.7,87.01
,1804,IRIS_313-11717,JATI MANI,IND,IND,IG2,Indonesia,SEA,40.09,31.77,88.51
,1805,IRIS_313-11719,DAWK PUT,IND,IND,IG2,Thailand,SEA,32.58,25.69,87.72
,1806,IRIS_313-11720,DAW 85,IND,IND,IG2,Thailand,SEA,29.25,23.14,87.32
,1807,IRIS_313-11721,GAEW DAENG,IND,IND,IG2,Thailand,SEA,31.97,25.11,87.39
,1808,IRIS_313-11722,KABERI,IND,IND,IG1,Bangladesh,SAS,41.44,40.44,92.98
,1809,IRIS_313-11723,DISSIGBE,IND,IND,IG5,Guinea,AFR,46.66,45.48,93.14
,1810,IRIS_313-11724,KONYAN,TEMP,IND,IG3,Guinea,AFR,27.45,21.81,87.5
,1811,IRIS_313-11725,ZUIHOU,IND,JAP,JG7,Japan,EAS,38.69,35.26,98.71
,1812,IRIS_313-11726,GUANG QING 334,IND,IND,IG2,China,EAS,11.9,9.58,85.37
,1813,IRIS_313-11727,HONG YANG ZAO 3,IND,IND,IG4,China,EAS,36.17,28.77,88.15
,1814,IRIS_313-11728,LUO SI ZHAN,IND,IND,IG2,China,EAS,34.81,27.29,87.76
,1815,IRIS_313-11729,MEI LIU ZAO 5,IND,IND,IG1,China,EAS,14.54,14.19,91.14
,1816,IRIS_313-11730,QING ER XIAO 2,IND,IND,IG2,China,EAS,36.93,29.33,88.46
,1817,IRIS_313-11731,QING TAI AI,IND,IND,IG1,China,EAS,38.05,37.2,92.86
,1818,IRIS_313-11732,QING ZAO 3,IND,IND,IG1,China,EAS,27.52,26.9,92.55
,1819,IRIS_313-11733,SHUANG BAI AI 2,IND,IND,IG1,China,EAS,25.06,23.99,92.24
,1820,IRIS_313-11734,SI CHAO 1,IND,IND,IG1,China,EAS,27.34,26.7,92.37
,1821,IRIS_313-11735,YI LI ZHONG,TROP,IND,IG2,China,EAS,12.41,10.04,85.18
,1822,IRIS_313-11736,MALAGKIT(PINELIPE),AUS,JAP,JG9,Philippines,SEA,37.51,36.99,95.7
,1823,IRIS_313-11737,CHUNDI,IND,AUS,AUSG6,India,SAS,34.77,33.95,92.94
,1824,IRIS_313-11738,PAUNDRI,TROP,IND,IG5,India,SAS,32.53,31.72,92.75
,1825,IRIS_313-11739,NAKPUI,IND,JAP,JG9,Ghana,AFR,24.71,24.33,95.41
,1826,IRIS_313-11740,UGAGA,IND,IND,IG2,Ghana,AFR,36.77,29.04,88.1
,1827,IRIS_313-11741,HERATH BANDA,AUS,IND,IG5,Sri_Lanka,SAS,24.3,23.73,91.86
,1828,IRIS_313-11742,KALIBAJARI,ARO,AUS,AUSG6,India,SAS,22.07,21.57,91.79
,1829,IRIS_313-11743,CHHOTI MASHINO,IND,ARO,AROG11,Bhutan,SAS,9.22,9.04,91.75
,1830,IRIS_313-11744,AI JIAO AO FAN ZI,IND,IND,IG2,China,EAS,34.91,27.85,88.23
,1831,IRIS_313-11745,AN FU ZHAN,IND,IND,IG4,China,EAS,35.75,28.65,88.14
,1832,IRIS_313-11746,E 2070,IND,IND,IG4,China,EAS,32.39,25.87,88.43
,1833,IRIS_313-11747,E 4197,TEMP,IND,IG4,China,EAS,29.61,23.51,88.21
,1834,IRIS_313-11748,GAO JIAO YING GAN ZHAN,IND,IND,IG2,China,EAS,31.52,25.02,88.16
,1835,IRIS_313-11750,L 10595,IND,IND,IG1,China,EAS,30.39,29.68,92.64
,1836,IRIS_313-11751,L 10833,IND,IND,IG1,China,EAS,26.44,25.82,92.84
,1837,IRIS_313-11752,M 6034-1,IND,IND,IG4,China,EAS,35.92,28.53,88.14
,1838,IRIS_313-11753,XIANG CHANG ZAO,ADM,IND,IG4,China,EAS,26.05,20.66,87.72
,1839,IRIS_313-11754,AMBOHIMANDAY,TROP,ADM,Adm,Madagascar,AFR,36.7,36.0,94.65
,1840,IRIS_313-11755,A 2-257,TROP,JAP,JG9,Liberia,AFR,36.12,35.62,95.81
