,CUDI_REPRO,CULT_REPRO,CUNO_REPRO,GRLT,GRWD,GRWT100,HDG_80HEAD,LIGLT,LLT,LWD,PLT_POST,SDHT,country,region,subespecie
IRIS_313.11095,6.0,158.0,10.0,8.5,3.6,3.1,105.0,23.0,71.0,2.0,24.0,44.0,Laos,SEA,IND
IRIS_313.10653,5.0,118.0,10.0,9.2,3.8,3.4,74.0,19.0,61.0,1.8,26.0,36.0,Laos,SEA,JAP
IRIS_313.10680,5.0,141.0,9.0,8.0,3.9,3.9,106.0,15.0,56.0,1.6,31.0,43.0,Laos,SEA,IND
IRIS_313.10678,5.0,129.0,16.0,10.2,2.4,2.0,98.0,20.0,55.0,1.2,25.0,48.0,Madagascar,AFR,ADM
IRIS_313.9709,6.0,122.0,30.0,9.5,2.3,2.0,116.0,21.0,66.0,1.0,25.0,19.0,Madagascar,AFR,ADM
IRIS_313.12280,8.8,118.0,16.0,8.6,2.6,2.1,153.0,18.0,58.0,1.0,27.0,38.0,Madagascar,AFR,IND
IRIS_313.11367,4.0,126.0,15.0,8.8,2.6,2.0,114.0,19.0,57.0,1.5,27.0,37.0,India,SAS,IND
IRIS_313.9258,6.3,109.0,18.0,8.4,3.2,2.8,126.0,23.0,61.0,1.3,27.0,41.0,India,SAS,IND
IRIS_313.11782,6.0,127.0,14.0,10.1,2.9,2.3,131.0,20.0,70.0,1.2,27.0,44.0,Zambia,AFR,ADM
IRIS_313.11736,5.6,110.0,10.0,7.7,3.3,2.5,90.0,13.0,45.2,1.8,24.6,29.0,Philippines,SEA,JAP
IRIS_313.10831,6.1,78.0,18.0,7.3,2.6,2.1,92.0,9.0,38.4,1.3,26.0,35.0,Philippines,SEA,JAP
IRIS_313.10832,5.0,80.0,9.0,10.0,3.7,2.7,85.0,12.0,51.0,1.8,24.0,42.0,Philippines,SEA,JAP
IRIS_313.11602,4.0,79.0,19.0,7.8,2.4,1.8,76.0,11.0,35.0,0.9,20.0,43.0,India,SAS,AUS
IRIS_313.11945,7.0,122.0,17.0,7.1,2.9,2.0,130.0,25.0,63.0,1.4,26.0,45.0,Bangladesh,SAS,IND
IRIS_313.11940,6.4,153.0,18.0,8.5,2.8,2.0,121.0,19.0,61.0,1.3,25.8,43.0,Burkina_Faso,AFR,IND
IRIS_313.10742,5.0,143.0,12.0,8.5,2.9,2.4,115.0,18.0,76.0,2.0,27.0,35.0,Indonesia,SEA,IND
IRIS_313.11100,6.0,118.0,9.0,9.0,2.9,1.8,85.0,18.0,72.0,1.9,24.0,30.0,Liberia,AFR,JAP
IRIS_313.9732,4.0,118.0,15.0,9.1,2.7,2.3,92.0,22.0,43.0,1.3,27.0,44.0,Madagascar,AFR,IND
IRIS_313.11977,4.7,112.0,26.0,7.6,2.7,1.9,130.0,27.0,63.0,1.1,25.0,35.0,Madagascar,AFR,IND
IRIS_313.11882,5.0,133.0,17.0,8.6,3.4,2.9,84.0,20.0,55.0,1.8,22.0,54.0,China,EAS,IND
IRIS_313.11615,8.3,119.0,13.0,7.2,2.9,2.3,143.0,18.0,41.8,1.0,22.4,49.0,Guinea,AFR,IND
IRIS_313.8519,4.0,89.0,15.0,8.0,2.8,2.4,96.0,10.0,41.0,1.1,20.0,41.0,Bhutan,SAS,JAP
IRIS_313.10946,5.0,118.0,9.0,8.5,3.3,3.0,79.0,15.0,58.0,2.3,33.0,20.0,Indonesia,SEA,JAP
IRIS_313.10791,5.0,175.0,17.0,8.8,2.6,2.2,99.0,18.0,62.0,1.7,29.0,41.0,Indonesia,SEA,IND
IRIS_313.10099,6.7,88.0,11.0,8.4,2.7,2.4,109.0,19.0,55.0,1.6,25.0,39.0,Madagascar,AFR,JAP
IRIS_313.11134,4.0,103.0,20.0,9.0,2.9,2.6,81.0,19.0,43.0,0.9,26.0,30.0,Myanmar,SEA,IND
IRIS_313.11658,4.0,98.0,13.0,8.9,3.4,2.9,100.0,14.0,56.0,1.4,22.0,38.0,Sierra_Leone,AFR,JAP
IRIS_313.11803,4.0,93.0,18.0,7.8,3.5,2.3,89.0,11.0,47.0,1.2,21.0,32.0,China,EAS,JAP
IRIS_313.8391,6.0,113.0,17.0,8.3,2.7,2.4,130.0,18.0,64.0,1.6,23.0,34.0,Burkina_Faso,AFR,IND
IRIS_313.11428,4.0,99.0,12.0,10.6,3.1,3.2,92.0,14.0,42.0,1.1,24.0,52.0,Brazil,AME,JAP
IRIS_313.10907,5.0,133.0,14.0,6.5,2.9,1.6,110.0,19.0,53.0,1.3,29.0,27.0,Cambodia,SEA,IND
IRIS_313.11663,4.0,111.0,17.0,8.9,3.2,2.8,98.0,33.0,49.0,1.1,20.0,41.0,Zimbabwe,AFR,IND
IRIS_313.11532,4.0,135.0,10.0,8.9,3.7,3.2,100.0,14.0,73.0,2.1,25.0,43.0,Philippines,SEA,JAP
IRIS_313.11396,5.0,124.0,15.0,10.4,3.0,2.7,101.0,14.0,54.0,1.4,30.0,28.0,Indonesia,SEA,JAP
IRIS_313.11418,5.7,154.0,18.0,10.7,2.7,3.3,129.0,23.0,64.0,1.5,22.0,61.0,India,SAS,IND
IRIS_313.10609,5.0,148.0,25.0,8.2,3.2,2.2,109.0,24.0,74.0,1.6,27.0,31.0,Sri_Lanka,SAS,IND
IRIS_313.10977,5.0,144.0,14.0,7.9,3.5,3.0,109.0,16.0,45.0,1.6,26.0,32.0,Bangladesh,SAS,IND
IRIS_313.10792,4.0,159.0,17.0,8.5,3.2,2.6,115.0,23.0,68.0,1.8,31.0,42.0,Indonesia,SEA,IND
IRIS_313.11135,5.0,139.0,13.0,9.4,3.2,2.7,116.0,19.0,63.0,1.7,28.0,40.0,Myanmar,SEA,IND
IRIS_313.11320,6.0,129.0,17.0,9.2,2.6,1.9,108.0,15.0,78.0,1.9,22.0,28.0,Indonesia,SEA,IND
IRIS_313.11784,5.0,97.0,25.0,9.7,2.4,2.2,104.0,22.0,48.0,1.2,25.0,35.0,Sierra_Leone,AFR,IND
IRIS_313.10168,3.0,50.0,14.0,8.9,3.6,2.8,82.0,7.0,29.0,1.3,22.0,31.0,China,EAS,IND
IRIS_313.11729,5.0,54.0,26.0,7.9,3.0,2.4,67.0,16.0,42.0,1.3,16.0,29.0,China,EAS,IND
IRIS_313.9935,4.0,122.0,20.0,8.0,2.5,1.9,130.0,24.0,51.0,1.1,27.0,46.0,Guyana,AME,IND
IRIS_313.8493,6.3,139.0,15.0,7.5,2.6,1.9,156.0,24.0,55.0,1.5,25.0,40.0,Indonesia,SEA,IND
IRIS_313.9989,6.0,144.0,26.0,9.3,3.1,2.5,137.0,42.0,79.0,1.9,27.0,29.0,Ivory_Coast,AFR,IND
IRIS_313.10793,5.0,150.0,9.0,7.8,3.6,2.5,80.0,11.0,66.0,1.8,33.0,38.0,Indonesia,SEA,JAP
IRIS_313.11760,4.0,117.0,15.0,9.0,2.6,2.1,124.0,23.0,55.0,1.4,24.0,54.0,Madagascar,AFR,ADM
IRIS_313.12278,6.2,135.0,20.0,7.8,2.4,1.7,120.0,18.0,83.0,1.3,29.0,38.0,Madagascar,AFR,ADM
IRIS_313.10794,5.0,151.0,13.0,8.6,3.0,2.1,88.0,21.0,69.0,1.8,32.0,38.0,Indonesia,SEA,JAP
IRIS_313.8368,5.0,143.0,16.0,9.1,2.7,2.5,106.0,21.0,69.0,1.6,30.0,40.0,Indonesia,SEA,IND
IRIS_313.11809,5.0,119.0,17.0,10.5,2.5,2.3,85.0,17.0,49.0,1.3,25.0,44.0,Kenya,AFR,AUS
IRIS_313.11950,5.0,104.0,24.0,7.7,3.3,2.3,84.0,20.0,52.0,1.4,26.0,59.0,China,EAS,IND
IRIS_313.11951,5.3,113.0,27.0,8.8,3.1,2.2,82.0,14.0,36.0,1.0,21.0,54.0,China,EAS,IND
IRIS_313.11339,5.3,131.0,20.0,7.6,3.5,2.9,93.0,12.0,49.8,1.1,30.2,32.0,Philippines,SEA,IND
IRIS_313.9925,4.0,55.0,16.0,7.2,3.0,2.2,76.0,13.0,41.0,1.0,21.0,29.0,South_Korea,EAS,IND
IRIS_313.10040,4.0,60.0,18.0,7.5,3.1,2.0,80.0,10.0,28.0,0.9,18.0,32.0,South_Korea,EAS,IND
IRIS_313.10191,4.7,70.0,27.0,8.0,2.3,1.6,78.0,15.0,43.0,1.2,22.0,38.0,China,EAS,IND
IRIS_313.10170,3.0,42.0,11.0,8.0,3.0,2.1,78.0,11.0,31.0,1.1,21.0,31.0,China,EAS,IND
IRIS_313.11340,5.0,128.0,12.0,9.1,3.5,3.7,92.0,12.0,52.0,1.5,26.0,49.0,Philippines,SEA,JAP
IRIS_313.11341,5.0,156.0,14.0,8.6,3.2,2.5,144.0,15.0,61.0,1.4,25.0,30.0,Philippines,SEA,IND
IRIS_313.10749,4.0,113.0,14.0,8.3,2.6,1.6,115.0,21.0,61.0,1.3,22.0,32.0,Vietnam,SEA,IND
IRIS_313.11429,5.0,107.0,11.0,8.2,3.5,2.8,88.0,14.0,63.0,1.6,25.0,50.0,Brazil,AME,JAP
IRIS_313.10795,4.0,97.0,9.0,8.3,3.4,2.4,71.0,12.0,48.0,2.0,28.0,39.0,Indonesia,SEA,JAP
IRIS_313.9825,5.0,134.0,15.0,10.2,2.8,2.6,122.0,22.0,62.0,1.5,22.0,61.0,Peru,AME,IND
IRIS_313.9862,6.0,145.0,19.0,9.3,3.5,3.4,116.0,24.0,74.0,1.2,28.0,41.0,Sri_Lanka,SAS,IND
IRIS_313.11545,4.0,142.0,16.0,10.1,2.9,2.1,118.0,20.0,59.0,1.7,30.0,60.0,Myanmar,SEA,IND
IRIS_313.10111,4.8,45.0,16.0,9.0,2.9,2.3,50.0,16.0,36.4,1.1,16.1,36.0,Italy,EUR,JAP
IRIS_313.10796,4.0,108.0,5.0,9.2,3.2,2.4,71.0,12.0,60.0,1.6,29.0,42.0,Indonesia,SEA,JAP
IRIS_313.10723,5.0,128.0,21.0,8.1,2.8,2.4,119.0,16.0,77.0,1.6,27.0,32.0,Senegal,AFR,IND
IRIS_313.11435,5.0,106.0,13.0,9.5,3.0,2.4,88.0,20.0,55.0,1.2,21.0,35.0,Ivory_Coast,AFR,JAP
IRIS_313.8768,5.0,105.0,13.0,9.3,3.2,2.6,101.0,14.0,59.0,1.4,26.0,21.0,Ivory_Coast,AFR,JAP
IRIS_313.10908,5.0,100.0,18.0,8.6,2.7,2.0,103.0,33.0,65.0,0.9,24.0,20.0,Cambodia,SEA,IND
IRIS_313.10489,6.0,119.0,10.0,7.3,3.6,2.5,94.0,12.0,66.0,1.4,26.0,22.0,Philippines,SEA,JAP
IRIS_313.11785,7.0,128.0,18.0,9.5,2.8,2.1,138.0,25.0,73.0,1.9,30.0,44.0,Tanzania,AFR,IND
IRIS_313.11811,5.0,129.0,16.0,9.1,2.9,2.1,123.0,20.0,59.0,1.7,23.0,51.0,Kenya,AFR,ADM
IRIS_313.11815,6.0,141.0,18.0,9.8,3.0,2.7,118.0,24.0,73.0,1.8,27.0,55.0,Kenya,AFR,IND
IRIS_313.11401,5.0,149.0,31.0,8.6,3.0,2.5,129.0,33.0,82.0,2.1,25.0,27.0,Bangladesh,SAS,ARO
IRIS_313.10733,4.0,126.0,20.0,9.6,3.0,2.2,91.0,23.0,58.0,1.3,27.0,34.0,Nepal,SAS,IND
IRIS_313.11028,4.0,98.0,16.0,8.9,2.8,2.6,72.0,18.0,47.0,1.3,23.0,36.0,Pakistan,SAS,AUS
IRIS_313.11941,5.0,83.0,20.0,9.1,2.4,2.5,110.0,16.0,40.0,1.5,21.0,20.0,Burkina_Faso,AFR,IND
IRIS_313.10724,4.0,121.0,12.0,8.8,3.0,2.2,126.0,19.0,66.0,1.6,25.0,31.0,Senegal,AFR,IND
IRIS_313.10048,5.0,141.0,19.0,10.6,3.4,3.6,105.0,20.0,50.0,1.2,23.0,52.0,Benin,AFR,IND
IRIS_313.11433,4.0,68.0,18.0,8.2,2.9,2.3,84.0,16.0,37.0,1.2,23.0,46.0,India,SAS,IND
IRIS_313.8930,3.7,79.0,16.0,7.9,3.0,2.7,104.0,14.0,53.0,1.3,23.0,33.0,Bangladesh,SAS,IND
IRIS_313.9557,6.0,129.0,25.0,5.9,2.9,1.9,105.0,15.0,45.0,1.3,24.0,41.0,India,SAS,IND
IRIS_313.9769,4.0,58.0,10.0,6.9,3.2,2.1,80.0,10.0,39.0,1.0,18.0,16.0,Japan,EAS,JAP
IRIS_313.11889,3.0,63.0,14.0,9.8,3.0,3.1,89.0,17.0,46.0,1.4,21.0,34.0,Pakistan,SAS,IND
IRIS_313.10716,3.0,106.0,17.0,8.1,3.0,2.4,80.0,20.0,51.0,1.0,23.0,41.0,Sri_Lanka,SAS,IND
IRIS_313.11029,4.0,104.0,15.0,9.1,2.4,2.1,72.0,15.0,46.0,1.0,22.0,34.0,Pakistan,SAS,AUS
IRIS_313.9072,5.0,134.0,19.0,8.2,2.8,2.2,90.0,13.0,50.0,0.9,31.0,32.0,Bangladesh,SAS,IND
IRIS_313.11030,5.0,124.0,14.0,8.6,2.1,1.6,78.0,36.0,61.0,1.4,27.0,38.0,Pakistan,SAS,ARO
IRIS_313.11419,5.3,120.0,20.0,6.1,3.1,1.8,175.0,26.0,56.0,1.3,18.0,51.0,India,SAS,IND
IRIS_313.10150,4.0,112.0,28.0,8.5,2.9,2.2,86.0,20.0,68.0,1.3,23.0,31.0,India,SAS,AUS
IRIS_313.11786,5.0,113.0,18.0,10.6,2.7,2.8,123.0,22.0,52.0,1.1,25.0,42.0,Gambia,AFR,IND
IRIS_313.8927,5.0,85.0,20.0,8.6,3.1,2.1,90.0,16.0,50.0,1.3,25.0,20.0,Taiwan,EAS,JAP
IRIS_313.10440,6.2,133.0,16.0,7.2,3.4,2.4,92.0,14.0,52.8,1.3,30.8,29.0,Philippines,SEA,JAP
IRIS_313.11390,5.0,146.0,27.0,10.4,3.7,3.3,138.0,29.0,74.0,1.7,25.0,33.0,Thailand,SEA,IND
IRIS_313.11534,5.0,142.0,21.0,8.3,3.1,1.9,153.0,31.0,79.0,1.6,29.0,53.0,Thailand,SEA,IND
IRIS_313.10650,5.0,151.0,17.0,9.6,2.6,2.2,144.0,25.0,82.0,1.8,28.0,58.0,Thailand,SEA,IND
IRIS_313.11739,4.0,120.0,17.0,9.2,3.0,2.8,99.0,14.0,56.0,1.6,24.0,40.0,Ghana,AFR,JAP
IRIS_313.11441,5.0,97.0,10.0,9.5,3.7,2.8,98.0,14.0,60.0,1.9,26.0,31.0,Philippines,SEA,JAP
IRIS_313.9809,6.0,152.0,20.0,8.6,3.6,3.5,130.0,19.0,68.0,1.3,28.0,45.0,Sri_Lanka,SAS,IND
IRIS_313.11924,7.0,152.0,10.0,10.1,3.3,2.6,108.0,18.0,72.0,2.0,28.0,36.0,Thailand,SEA,JAP
IRIS_313.8485,4.0,129.0,11.0,10.3,2.7,2.9,94.0,15.0,51.0,1.1,21.0,55.0,Thailand,SEA,IND
IRIS_313.11158,4.0,75.0,16.0,7.8,3.2,2.3,83.0,20.0,55.0,1.4,25.0,31.0,China,EAS,IND
IRIS_313.11870,5.0,97.0,23.0,8.3,2.8,2.2,82.0,30.0,53.0,1.4,24.0,56.0,China,EAS,IND
IRIS_313.9727,4.0,76.0,16.0,8.7,3.3,2.4,72.0,11.0,38.0,1.1,22.0,41.0,China,EAS,AUS
IRIS_313.10561,5.0,88.0,15.0,8.6,3.3,2.6,88.0,15.0,52.0,1.2,26.0,27.0,China,EAS,IND
IRIS_313.10947,5.0,146.0,13.0,8.3,3.2,2.7,108.0,18.0,71.0,1.5,29.0,28.0,Indonesia,SEA,IND
IRIS_313.10970,4.0,145.0,15.0,7.6,2.7,1.8,130.0,22.0,58.0,1.4,22.0,46.0,Vietnam,SEA,IND
IRIS_313.10730,6.0,118.0,9.0,9.3,3.6,2.0,87.0,17.0,76.0,2.2,29.0,31.0,Ivory_Coast,AFR,JAP
IRIS_313.11446,5.0,99.0,16.0,8.3,3.2,2.1,84.0,17.0,56.0,1.4,26.0,24.0,India,SAS,IND
IRIS_313.11213,4.0,88.0,18.0,8.6,3.3,2.9,78.0,12.0,38.0,1.1,23.0,61.0,Bangladesh,SAS,AUS
IRIS_313.10797,5.0,153.0,15.0,9.8,2.7,2.7,115.0,22.0,65.0,1.6,29.0,53.0,Indonesia,SEA,IND
IRIS_313.11163,5.0,92.0,33.0,8.1,2.9,2.1,88.0,13.0,46.0,1.1,22.0,64.0,Bangladesh,SAS,AUS
IRIS_313.10520,6.0,120.0,20.0,7.6,3.1,2.7,151.0,22.0,85.0,1.5,24.0,21.0,Myanmar,SEA,IND
IRIS_313.11031,4.0,107.0,14.0,9.1,2.7,2.0,72.0,21.0,51.0,1.3,21.0,38.0,Pakistan,SAS,IND
IRIS_313.9696,6.3,136.0,17.0,7.1,2.5,1.9,111.0,16.0,51.0,1.1,25.0,40.0,Bangladesh,SAS,IND
IRIS_313.11445,4.0,94.0,14.0,8.2,2.9,1.8,78.0,14.0,49.0,1.1,21.0,46.0,India,SAS,IND
IRIS_313.9605,6.0,114.0,9.0,7.9,3.0,2.2,84.0,21.0,56.6,1.5,23.2,43.0,India,SAS,IND
IRIS_313.9492,4.0,104.0,14.0,8.4,3.1,2.1,94.0,15.0,51.0,1.4,24.0,38.0,India,SAS,IND
IRIS_313.11636,4.0,93.0,11.0,8.3,3.3,2.8,84.0,16.0,43.0,1.0,21.0,58.0,India,SAS,AUS
IRIS_313.11638,3.0,114.0,12.0,9.1,2.8,2.8,86.0,24.0,48.0,0.9,25.0,33.0,India,SAS,IND
IRIS_313.11639,4.0,64.0,12.0,8.0,2.9,2.4,72.0,15.0,34.0,1.1,21.0,34.0,India,SAS,IND
IRIS_313.11640,4.0,132.0,18.0,8.3,2.9,2.3,100.0,13.0,50.0,1.2,24.0,43.0,India,SAS,IND
IRIS_313.11641,4.0,104.0,15.0,6.8,3.0,1.8,92.0,19.0,48.0,1.0,26.0,36.0,India,SAS,IND
IRIS_313.11642,4.0,113.0,16.0,8.1,2.9,2.6,100.0,14.0,45.0,1.2,23.0,56.0,India,SAS,IND
IRIS_313.11644,4.0,96.0,15.0,8.2,3.2,2.7,98.0,20.0,47.0,1.1,23.0,57.0,India,SAS,IND
IRIS_313.11645,5.0,133.0,15.0,8.8,3.0,2.8,100.0,24.0,58.0,1.3,28.0,41.0,India,SAS,IND
IRIS_313.11646,4.0,115.0,14.0,9.7,2.8,3.1,98.0,17.0,40.0,1.2,23.0,50.0,India,SAS,IND
IRIS_313.11647,4.0,123.0,14.0,7.7,3.1,2.6,96.0,20.0,52.0,1.6,21.0,52.0,India,SAS,IND
IRIS_313.11648,4.0,105.0,17.0,7.0,2.9,1.9,98.0,20.0,52.0,1.3,24.0,49.0,India,SAS,IND
IRIS_313.9516,4.0,106.0,15.0,8.2,3.1,2.8,94.0,26.0,53.0,1.0,24.0,52.0,India,SAS,IND
IRIS_313.11650,4.0,147.0,17.0,8.8,2.6,2.2,108.0,22.0,56.0,1.4,22.0,43.0,India,SAS,ADM
IRIS_313.9400,4.0,112.0,15.0,8.2,2.6,2.4,96.0,14.0,50.0,1.2,23.0,37.0,India,SAS,IND
IRIS_313.10909,7.0,139.0,12.0,7.5,2.5,1.7,148.0,21.0,47.6,1.3,24.6,49.0,Cambodia,SEA,IND
IRIS_313.10910,5.0,133.0,13.0,7.7,2.5,1.8,140.0,20.0,62.0,1.2,22.0,38.0,Cambodia,SEA,IND
IRIS_313.11936,4.5,156.0,23.0,8.8,2.4,2.0,133.0,19.0,53.0,1.3,24.6,33.0,Cambodia,SEA,IND
IRIS_313.10911,5.0,138.0,15.0,11.1,3.3,4.1,132.0,24.0,60.0,1.5,30.0,36.0,Cambodia,SEA,IND
IRIS_313.10912,4.0,135.0,11.0,8.6,2.9,2.4,139.0,22.0,52.0,1.2,28.0,31.0,Cambodia,SEA,IND
IRIS_313.10755,4.0,141.0,19.0,9.6,2.8,2.4,116.0,22.0,64.0,1.5,23.0,33.0,Vietnam,SEA,IND
IRIS_313.11119,5.0,204.0,12.0,9.2,3.2,2.4,157.0,26.0,53.0,1.8,23.0,66.0,Vietnam,SEA,IND
IRIS_313.8690,4.0,110.0,16.0,7.9,3.7,2.6,102.0,13.0,55.0,1.2,25.0,33.0,Vietnam,SEA,JAP
IRIS_313.8735,5.7,107.0,17.0,8.0,3.3,3.1,101.0,16.0,57.0,1.5,30.0,34.0,Vietnam,SEA,JAP
IRIS_313.8536,5.0,148.0,18.0,8.3,2.7,1.8,124.0,23.0,73.0,1.8,31.0,50.0,Indonesia,SEA,IND
IRIS_313.11546,4.0,133.0,16.0,8.7,3.1,2.1,116.0,20.0,63.0,1.5,29.0,53.0,Myanmar,SEA,IND
IRIS_313.12291,8.6,150.0,9.0,8.7,2.9,2.6,125.0,18.0,55.0,1.5,27.0,38.0,Myanmar,SEA,IND
IRIS_313.11136,5.0,152.0,15.0,7.6,3.6,2.6,125.0,17.0,59.0,1.9,29.0,40.0,Myanmar,SEA,ADM
IRIS_313.11137,4.0,131.0,15.0,8.4,3.3,2.8,98.0,13.0,76.0,1.3,28.0,43.0,Myanmar,SEA,IND
IRIS_313.10683,5.0,117.0,10.0,8.4,3.5,3.4,112.0,17.0,45.0,1.6,21.0,34.0,Laos,SEA,IND
IRIS_313.11138,5.0,158.0,16.0,8.3,2.6,1.9,116.0,18.0,59.0,1.4,28.0,37.0,Myanmar,SEA,IND
IRIS_313.12288,7.8,115.0,8.0,7.6,3.1,2.4,141.0,18.0,47.0,1.4,25.0,38.0,Myanmar,SEA,IND
IRIS_313.8743,6.0,134.0,20.0,8.1,3.4,2.4,115.0,14.0,55.0,1.2,26.0,40.0,Taiwan,EAS,IND
IRIS_313.11391,3.0,150.0,16.0,9.6,3.6,2.4,132.0,22.0,77.0,1.4,28.0,33.0,Thailand,SEA,IND
IRIS_313.11248,4.0,123.0,14.0,10.6,2.9,3.1,112.0,19.0,55.0,1.3,30.0,35.0,Thailand,SEA,JAP
IRIS_313.11683,6.0,146.0,18.0,8.8,2.0,1.6,141.0,31.0,68.0,1.2,23.0,40.0,Thailand,SEA,IND
IRIS_313.11842,8.0,154.0,6.0,8.9,2.9,2.9,164.0,29.0,49.0,1.4,30.4,45.0,Thailand,SEA,IND
IRIS_313.8731,7.0,122.0,15.0,8.1,3.1,2.5,84.0,19.0,54.0,1.4,24.0,48.0,India,SAS,IND
IRIS_313.11439,5.0,100.0,12.0,8.9,2.6,1.4,98.0,17.0,60.0,1.4,28.0,41.0,Cuba,AME,JAP
IRIS_313.8757,4.0,122.0,15.0,8.1,3.5,2.9,113.0,18.0,50.0,1.2,23.0,40.0,India,SAS,IND
IRIS_313.11974,5.0,85.0,16.0,7.5,2.7,2.4,155.0,21.0,53.0,1.2,25.0,36.0,Liberia,AFR,IND
IRIS_313.10798,4.0,106.0,9.0,6.9,3.5,2.2,80.0,10.0,60.0,1.8,28.0,34.0,Indonesia,SEA,JAP
IRIS_313.11973,2.0,63.0,14.0,6.8,3.1,2.1,58.0,11.0,28.0,1.0,15.0,35.0,South_Korea,EAS,JAP
IRIS_313.10656,5.0,115.0,12.0,10.4,3.9,3.6,96.0,18.0,56.0,2.0,27.0,42.0,Laos,SEA,JAP
IRIS_313.8733,6.0,161.0,21.0,7.0,3.1,2.3,118.0,27.0,54.0,1.4,25.0,45.0,Bangladesh,SAS,IND
IRIS_313.11078,6.0,136.0,12.0,10.2,3.3,3.1,91.0,22.0,76.0,1.7,32.0,37.0,Laos,SEA,IND
IRIS_313.7736,4.0,81.0,20.0,8.3,3.2,2.9,73.0,19.0,45.0,1.2,22.0,24.0,India,SAS,IND
IRIS_313.9468,3.0,63.0,13.0,8.0,3.7,3.2,74.0,10.0,22.0,0.8,16.0,30.0,China,EAS,JAP
IRIS_313.9995,3.0,62.0,8.0,8.2,3.0,2.8,70.0,9.0,24.0,1.1,17.0,41.0,South_Korea,EAS,JAP
IRIS_313.10437,4.0,66.0,35.0,7.6,3.3,2.4,69.0,9.0,40.0,0.8,16.0,15.0,Japan,EAS,JAP
IRIS_313.8755,4.0,72.0,20.0,7.4,3.5,2.6,69.0,12.0,42.0,1.2,23.0,14.0,Japan,EAS,JAP
IRIS_313.8864,5.0,109.0,17.0,8.3,3.7,2.6,61.0,13.0,45.0,1.1,23.0,34.0,Bangladesh,SAS,AUS
IRIS_313.11762,5.0,124.0,30.0,9.0,2.1,2.2,127.0,15.0,44.0,1.1,22.0,37.0,Madagascar,AFR,IND
IRIS_313.10032,4.0,113.0,28.0,8.7,2.4,1.6,132.0,26.0,76.0,1.1,25.0,55.0,Madagascar,AFR,ARO
IRIS_313.11761,6.0,107.0,21.0,10.2,2.8,2.6,117.0,22.0,52.0,1.2,26.0,43.0,Ivory_Coast,AFR,ADM
IRIS_313.10030,6.0,121.0,14.0,9.8,3.3,2.5,102.0,27.0,63.0,1.5,34.0,53.0,Madagascar,AFR,IND
IRIS_313.11558,5.0,165.0,14.0,9.7,3.0,2.8,124.0,30.0,72.0,1.1,31.0,52.0,Bangladesh,SAS,IND
IRIS_313.11139,5.0,154.0,11.0,9.4,3.0,2.8,104.0,21.0,62.0,1.7,26.0,47.0,Myanmar,SEA,IND
IRIS_313.9570,3.0,71.0,20.0,9.5,3.0,2.9,86.0,12.0,33.0,1.3,21.0,32.0,China,EAS,IND
IRIS_313.8638,5.0,144.0,12.0,10.4,3.5,3.1,104.0,21.0,70.0,2.1,26.0,41.0,Laos,SEA,IND
IRIS_313.10628,5.0,160.0,25.0,8.9,2.6,2.1,127.0,21.0,71.0,1.6,32.0,24.0,India,SAS,IND
IRIS_313.9839,4.0,80.0,16.0,8.3,3.6,3.7,62.0,13.0,42.0,1.3,22.0,37.0,Spain,EUR,JAP
IRIS_313.10752,5.0,134.0,13.0,9.6,2.6,2.3,81.0,14.0,61.0,1.4,25.0,41.0,United_States,AME,JAP
IRIS_313.9882,4.0,82.0,12.0,8.2,2.9,3.0,71.0,13.0,44.0,0.8,25.0,20.0,Taiwan,EAS,IND
IRIS_313.10516,6.0,131.0,20.0,8.6,3.1,2.4,92.0,14.0,61.0,1.9,28.0,19.0,United_States,AME,IND
IRIS_313.11684,6.0,149.0,18.0,8.6,2.2,1.0,145.0,17.0,62.0,1.5,23.0,39.0,Thailand,SEA,IND
IRIS_313.9759,6.0,90.0,20.0,7.8,3.7,2.7,71.0,12.0,46.0,1.4,18.0,19.0,Portugal,EUR,JAP
IRIS_313.10568,4.0,67.0,15.0,7.4,3.5,2.7,93.0,11.0,40.0,1.0,20.0,17.0,Japan,EAS,JAP
IRIS_313.8572,5.0,132.0,25.0,9.1,3.1,3.2,108.0,14.0,63.0,1.5,32.0,21.0,Philippines,SEA,JAP
IRIS_313.11242,4.0,126.0,14.0,8.6,2.8,1.9,120.0,16.0,64.0,1.3,24.0,43.0,India,SAS,IND
IRIS_313.8523,5.0,120.0,12.0,9.7,3.3,3.2,74.0,16.0,53.0,1.8,27.0,31.0,Nigeria,AFR,JAP
IRIS_313.10728,4.0,156.0,14.0,7.9,3.2,2.5,126.0,19.0,72.0,1.4,24.0,39.0,Senegal,AFR,IND
IRIS_313.11223,5.0,121.0,15.0,7.8,3.5,2.3,128.0,21.0,56.0,1.2,25.0,49.0,Bangladesh,SAS,ARO
IRIS_313.10073,4.0,82.0,15.0,8.3,3.4,2.5,81.0,9.0,36.0,1.1,21.0,47.0,Japan,EAS,JAP
IRIS_313.11512,5.0,134.0,32.0,10.5,2.9,2.4,106.0,17.0,65.0,1.5,28.0,31.0,Philippines,SEA,IND
IRIS_313.10458,6.0,99.0,20.0,7.8,3.2,2.0,70.0,17.0,57.0,1.4,24.0,25.0,China,EAS,IND
