,CUDI_REPRO,CULT_REPRO,CUNO_REPRO,GRLT,GRWD,GRWT100,HDG_80HEAD,LIGLT,LLT,LWD,PLT_POST,SDHT,country,region,subespecie
IRIS_313.8783,5.0,147.0,16.0,8.7,3.1,2.9,102.0,25.0,72.0,1.1,29.0,54.0,Sri_Lanka,SAS,AUS
IRIS_313.11821,6.0,150.0,27.0,7.1,3.3,2.1,123.0,20.0,73.0,1.5,27.0,45.0,India,SAS,IND
IRIS_313.10565,5.0,144.0,20.0,9.8,2.9,2.8,118.0,15.0,65.0,1.5,32.0,27.0,Indonesia,SEA,IND
IRIS_313.10550,6.0,130.0,20.0,9.7,2.8,2.7,118.0,15.0,65.0,1.6,33.0,26.0,Indonesia,SEA,IND
IRIS_313.10566,5.0,114.0,25.0,9.4,3.1,2.7,127.0,16.0,52.0,1.3,29.0,36.0,Indonesia,SEA,IND
IRIS_313.10564,4.0,93.0,15.0,7.4,3.4,2.4,84.0,18.0,56.0,1.3,23.0,38.0,Japan,EAS,JAP
IRIS_313.10298,5.4,75.0,15.0,9.6,2.5,1.1,92.0,17.0,40.6,1.0,26.6,32.0,Sri_Lanka,SAS,IND
IRIS_313.11036,5.0,108.0,20.0,9.4,2.9,2.9,78.0,21.0,58.0,1.5,23.0,28.0,Pakistan,SAS,ARO
IRIS_313.11586,4.0,54.0,12.0,8.2,3.7,3.1,75.0,7.0,30.0,1.0,16.0,13.0,China,EAS,JAP
IRIS_313.11037,4.0,103.0,20.0,8.0,2.8,2.1,78.0,17.0,40.0,1.1,23.0,28.0,Pakistan,SAS,AUS
IRIS_313.11202,3.0,71.0,12.0,8.0,3.7,2.9,80.0,15.0,40.0,1.1,21.0,21.0,China,EAS,JAP
IRIS_313.8450,5.0,131.0,30.0,9.8,2.8,2.8,116.0,24.0,73.0,1.2,25.0,19.0,India,SAS,IND
IRIS_313.8872,5.0,108.0,15.0,9.9,3.3,2.9,122.0,17.0,67.0,2.0,33.0,27.0,Thailand,SEA,ADM
IRIS_313.8399,3.0,45.0,13.0,8.0,2.9,2.4,72.0,9.0,28.0,0.9,17.0,25.0,France,WEU,JAP
IRIS_313.10711,6.0,116.0,8.0,9.3,3.2,3.1,95.0,22.0,82.0,1.9,29.0,24.0,Liberia,AFR,JAP
IRIS_313.9438,3.0,74.0,18.0,7.9,3.4,2.3,64.0,8.0,52.0,1.1,22.0,39.0,Japan,EAS,JAP
IRIS_313.11246,3.0,55.0,17.0,8.0,3.3,2.2,65.0,13.0,38.0,0.9,18.0,33.0,Japan,EAS,JAP
IRIS_313.11806,4.0,67.0,20.0,8.1,3.1,2.2,84.0,14.0,40.0,1.2,21.0,35.0,China,EAS,IND
IRIS_313.9140,5.0,58.0,14.0,8.2,3.5,2.9,80.0,13.0,31.0,1.2,21.0,25.0,China,EAS,ADM
IRIS_313.11661,3.0,62.0,12.0,8.9,3.4,3.6,62.0,9.0,32.0,1.0,17.0,42.0,Bhutan,SAS,JAP
IRIS_313.11755,5.0,93.0,14.0,9.4,3.4,2.9,102.0,7.0,48.0,1.7,30.0,37.0,Liberia,AFR,JAP
IRIS_313.11406,5.0,134.0,18.0,10.1,3.2,3.4,119.0,18.0,62.0,1.2,22.0,53.0,Myanmar,SEA,IND
IRIS_313.11510,4.0,80.0,15.0,10.0,3.3,3.1,110.0,14.0,40.0,1.1,26.0,32.0,Sri_Lanka,SAS,IND
IRIS_313.11152,4.0,117.0,11.0,7.2,3.1,2.3,82.0,18.0,50.0,1.1,24.0,61.0,India,SAS,IND
IRIS_313.11585,4.0,65.0,24.0,7.2,3.4,2.2,66.0,9.0,30.0,1.1,18.0,24.0,China,EAS,IND
IRIS_313.11523,6.0,136.0,18.0,7.6,2.6,2.0,147.0,18.0,65.0,1.5,26.0,61.0,Senegal,AFR,IND
IRIS_313.11252,7.4,125.0,13.0,8.0,3.4,3.1,154.0,32.0,68.2,1.2,24.4,58.0,India,SAS,IND
IRIS_313.10527,5.0,113.0,20.0,7.6,3.0,1.9,83.0,20.0,67.0,1.1,30.0,23.0,India,SAS,IND
IRIS_313.10519,6.0,132.0,30.0,7.1,2.7,2.9,151.0,28.0,83.0,1.4,26.0,17.0,India,SAS,IND
IRIS_313.11403,5.0,123.0,15.0,9.6,3.1,2.5,112.0,24.0,62.0,1.3,24.0,59.0,India,SAS,IND
IRIS_313.10758,5.0,140.0,12.0,9.5,3.9,2.8,77.0,16.0,50.0,1.6,24.0,61.0,Indonesia,SEA,JAP
IRIS_313.8922,6.0,140.0,12.0,8.7,2.9,2.3,134.0,28.0,82.0,1.9,31.0,25.0,Indonesia,SEA,IND
IRIS_313.9685,6.3,145.0,18.0,8.5,2.7,2.2,159.0,30.0,63.0,1.6,28.0,61.0,Soviet_Union,EUR,IND
IRIS_313.9423,5.8,107.0,8.0,7.5,3.6,3.1,83.0,10.0,39.8,1.7,26.4,41.0,Philippines,SEA,JAP
IRIS_313.9724,5.0,65.0,20.0,8.0,3.6,2.8,73.0,13.0,34.0,1.3,17.0,35.0,China,EAS,JAP
IRIS_313.11876,5.0,93.0,22.0,9.2,2.8,2.5,65.0,12.0,57.0,1.1,22.0,46.0,China,EAS,IND
IRIS_313.11744,4.0,92.0,23.0,8.9,2.9,2.4,80.0,20.0,44.0,1.0,19.0,48.0,China,EAS,IND
IRIS_313.11038,4.0,52.0,22.0,9.0,3.2,2.6,62.0,16.0,26.0,1.4,22.0,22.0,China,EAS,IND
IRIS_313.9723,4.0,132.0,16.0,8.0,3.0,2.3,96.0,21.0,60.0,1.1,26.0,57.0,China,EAS,IND
IRIS_313.12273,6.1,60.0,26.0,7.9,3.1,2.6,80.0,18.0,33.0,1.1,23.0,38.0,China,EAS,IND
IRIS_313.10567,5.0,56.0,15.0,7.5,3.5,2.7,93.0,11.0,41.0,1.0,21.0,24.0,Japan,EAS,JAP
IRIS_313.10610,6.0,105.0,20.0,8.3,3.5,2.3,115.0,20.0,60.0,1.3,27.0,28.0,Sri_Lanka,SAS,IND
IRIS_313.11330,4.0,122.0,16.0,10.3,3.1,3.3,124.0,19.0,62.0,1.4,33.0,62.0,Philippines,SEA,IND
IRIS_313.10257,5.5,82.0,17.0,9.5,2.6,2.7,100.0,15.0,38.0,1.1,24.2,27.0,Nicaragua,AME,IND
IRIS_313.12146,8.7,121.0,14.0,8.2,2.8,2.2,132.0,18.0,61.0,1.9,27.0,38.0,Cambodia,SEA,IND
IRIS_313.9814,3.0,27.0,15.0,8.7,3.8,3.2,88.0,8.0,26.0,0.7,17.0,26.0,Hungary,EUR,JAP
IRIS_313.11377,6.5,134.0,21.0,7.0,3.3,2.2,101.0,20.0,59.6,1.2,29.8,44.0,Philippines,SEA,IND
IRIS_313.10509,6.0,149.0,30.0,8.1,2.6,1.4,134.0,25.0,70.0,1.3,31.0,38.0,Africa,AFR,IND
IRIS_313.11754,5.0,130.0,18.0,9.8,3.1,2.8,104.0,17.0,53.0,1.3,24.0,46.0,Madagascar,AFR,ADM
IRIS_313.10247,5.5,65.0,14.0,9.7,2.6,2.6,89.0,20.0,40.6,1.1,27.2,33.0,Cuba,AME,IND
IRIS_313.11745,5.0,97.0,21.0,8.1,3.1,1.9,72.0,16.0,42.0,1.6,20.0,58.0,China,EAS,IND
IRIS_313.11877,5.0,106.0,16.0,9.5,2.9,2.3,72.0,25.0,57.0,1.4,23.0,52.0,China,EAS,IND
IRIS_313.11624,4.0,91.0,16.0,8.9,3.0,2.9,80.0,22.0,43.0,1.0,25.0,60.0,Nepal,SAS,IND
IRIS_313.10706,5.0,145.0,23.0,8.0,3.1,2.3,158.0,19.0,52.0,1.2,30.0,25.0,Malaysia,SEA,IND
IRIS_313.11126,5.0,139.0,12.0,7.9,3.3,2.2,104.0,17.0,58.0,1.2,26.0,33.0,Myanmar,SEA,IND
IRIS_313.10738,5.0,146.0,10.0,7.4,3.2,2.6,106.0,24.0,74.0,2.1,34.0,35.0,Indonesia,SEA,ADM
IRIS_313.10759,5.0,94.0,13.0,9.6,3.3,2.7,127.0,20.0,61.0,1.2,33.0,50.0,Indonesia,SEA,JAP
IRIS_313.11495,4.0,111.0,13.0,8.7,3.4,3.1,89.0,14.0,50.0,1.2,25.0,26.0,Indonesia,SEA,JAP
IRIS_313.10898,4.0,132.0,12.0,8.3,2.6,1.9,139.0,24.0,59.0,1.2,29.0,28.0,Cambodia,SEA,IND
IRIS_313.11405,5.0,117.0,23.0,7.8,2.8,2.0,128.0,21.0,65.0,1.1,27.0,57.0,Myanmar,SEA,IND
IRIS_313.11493,5.0,73.0,20.0,7.8,3.2,2.3,98.0,14.0,48.0,1.4,21.0,54.0,India,SAS,IND
IRIS_313.8791,5.0,143.0,15.0,8.6,2.7,1.8,120.0,28.0,59.0,1.5,25.0,51.0,Indonesia,SEA,IND
IRIS_313.10289,5.7,81.0,25.0,9.4,2.6,2.4,96.0,24.0,45.0,1.2,25.6,37.0,Venezuela,AME,IND
IRIS_313.10853,5.0,125.0,7.0,8.2,3.9,2.7,86.0,19.0,58.0,1.9,32.0,39.0,India,SAS,JAP
IRIS_313.9137,6.0,120.0,9.0,7.3,2.8,1.6,68.0,22.0,58.0,1.9,28.0,34.0,India,SAS,AUS
IRIS_313.11292,5.0,121.0,18.0,8.5,2.8,2.0,96.0,19.0,49.0,1.6,24.0,47.0,India,SAS,IND
IRIS_313.10854,5.0,133.0,10.0,9.0,2.8,2.3,70.0,26.0,59.0,1.8,30.0,49.0,India,SAS,AUS
IRIS_313.10855,5.0,135.0,15.0,9.0,3.1,2.5,126.0,26.0,64.0,1.2,30.0,40.0,India,SAS,IND
IRIS_313.10670,4.0,124.0,20.0,8.5,2.6,2.2,111.0,16.0,53.0,1.1,28.0,38.0,India,SAS,ARO
IRIS_313.8813,5.0,150.0,18.0,8.0,3.2,2.3,91.0,29.0,62.0,1.1,30.0,34.0,India,SAS,ARO
IRIS_313.10856,4.0,140.0,16.0,7.9,3.3,2.5,130.0,21.0,70.0,1.7,26.0,48.0,India,SAS,AUS
IRIS_313.10671,4.0,137.0,16.0,8.7,2.8,2.0,83.0,21.0,66.0,1.4,31.0,66.0,India,SAS,AUS
IRIS_313.9609,5.0,135.0,17.0,8.0,2.5,2.6,82.0,23.0,78.0,1.4,29.0,40.0,India,SAS,IND
IRIS_313.8986,3.0,92.0,24.0,8.8,2.5,2.3,82.0,16.0,58.0,1.0,26.0,50.0,India,SAS,AUS
IRIS_313.9313,5.0,123.0,13.0,8.3,3.1,2.6,76.0,16.0,57.0,1.2,26.0,47.0,India,SAS,AUS
IRIS_313.8386,4.0,146.0,19.0,9.0,3.0,2.6,102.0,24.0,78.0,1.4,28.0,47.0,India,SAS,IND
IRIS_313.10857,4.0,121.0,21.0,10.3,2.0,2.5,86.0,17.0,55.0,1.0,28.0,51.0,India,SAS,AUS
IRIS_313.10673,4.0,103.0,24.0,7.7,2.8,2.3,69.0,16.0,46.0,1.0,23.0,43.0,India,SAS,AUS
IRIS_313.10674,4.0,119.0,16.0,8.6,2.9,3.0,98.0,20.0,56.0,1.4,26.0,40.0,India,SAS,IND
IRIS_313.10858,4.0,140.0,18.0,9.1,2.9,2.1,86.0,16.0,70.0,1.4,30.0,46.0,India,SAS,AUS
IRIS_313.10675,4.0,118.0,15.0,8.7,2.8,2.7,76.0,16.0,56.0,1.2,26.0,52.0,India,SAS,AUS
IRIS_313.10676,4.0,127.0,19.0,9.5,3.1,3.1,76.0,18.0,60.0,1.1,27.0,47.0,India,SAS,AUS
IRIS_313.10859,5.0,103.0,18.0,7.6,2.4,1.6,81.0,22.0,57.0,1.6,27.0,43.0,India,SAS,AUS
IRIS_313.11293,4.0,120.0,18.0,8.4,3.4,2.4,116.0,19.0,52.0,1.4,26.0,54.0,India,SAS,ARO
IRIS_313.11294,5.0,134.0,20.0,8.5,2.4,1.7,117.0,25.0,62.0,1.2,27.0,54.0,India,SAS,IND
IRIS_313.10861,5.0,124.0,9.0,8.1,3.3,2.4,68.0,21.0,59.0,2.3,28.0,46.0,India,SAS,AUS
IRIS_313.10862,5.0,117.0,9.0,8.2,3.5,2.2,81.0,17.0,60.0,1.8,28.0,43.0,India,SAS,JAP
IRIS_313.10863,5.0,160.0,13.0,8.7,3.1,2.6,126.0,21.0,70.0,1.5,32.0,50.0,India,SAS,IND
IRIS_313.10864,5.0,105.0,19.0,7.7,3.6,2.6,83.0,13.0,61.0,1.4,25.0,57.0,India,SAS,ADM
IRIS_313.9176,5.0,131.0,10.0,7.3,3.5,2.4,81.0,19.0,66.0,1.8,30.0,46.0,India,SAS,JAP
IRIS_313.11295,4.0,117.0,14.0,8.5,3.1,2.3,100.0,17.0,55.0,1.6,21.0,33.0,India,SAS,AUS
IRIS_313.10865,4.0,123.0,9.0,8.5,4.0,2.6,74.0,15.0,52.0,1.6,23.0,49.0,India,SAS,JAP
IRIS_313.8999,4.0,85.0,10.0,7.0,3.5,2.4,70.0,12.0,51.0,1.9,26.0,29.0,India,SAS,JAP
IRIS_313.10866,5.0,132.0,8.0,8.1,3.7,2.8,70.0,12.0,54.0,2.0,26.0,45.0,India,SAS,JAP
IRIS_313.8946,5.0,124.0,12.0,8.9,3.4,2.7,90.0,31.0,72.0,1.8,27.0,53.0,India,SAS,IND
IRIS_313.10867,5.0,121.0,7.0,9.8,3.5,2.4,77.0,16.0,51.0,2.0,27.0,54.0,India,SAS,JAP
IRIS_313.10868,4.0,147.0,23.0,6.0,2.3,1.0,126.0,25.0,60.0,1.0,31.0,34.0,India,SAS,ARO
IRIS_313.9392,4.0,97.0,11.0,7.8,3.3,2.4,94.0,14.0,53.0,1.3,29.0,39.0,India,SAS,ADM
IRIS_313.8621,4.0,68.0,25.0,9.6,2.3,1.6,100.0,16.0,48.0,1.2,22.0,29.0,India,SAS,IND
IRIS_313.10869,5.0,148.0,15.0,8.7,2.9,2.1,77.0,20.0,61.0,1.9,29.0,44.0,India,SAS,AUS
IRIS_313.10870,5.0,111.0,8.0,5.7,3.1,1.7,81.0,21.0,63.0,2.0,27.0,34.0,India,SAS,JAP
IRIS_313.10871,5.0,122.0,13.0,8.3,3.2,2.1,70.0,21.0,62.0,1.7,29.0,46.0,India,SAS,AUS
IRIS_313.10872,4.0,131.0,11.0,9.3,3.1,2.6,77.0,19.0,56.0,1.5,28.0,48.0,India,SAS,ADM
IRIS_313.10873,5.0,115.0,14.0,8.5,2.9,2.0,77.0,23.0,63.0,1.5,26.0,68.0,India,SAS,AUS
IRIS_313.9560,5.0,148.0,14.0,8.5,3.0,2.4,106.0,19.0,58.0,1.6,27.0,57.0,India,SAS,IND
IRIS_313.8315,5.0,145.0,16.0,10.1,2.8,3.0,102.0,21.0,51.0,1.6,24.0,59.0,India,SAS,IND
IRIS_313.8585,5.0,164.0,10.0,9.1,3.1,2.7,102.0,28.0,67.0,1.5,29.0,53.0,India,SAS,IND
IRIS_313.10874,5.0,140.0,11.0,8.3,3.7,2.2,81.0,15.0,59.0,1.9,30.0,48.0,India,SAS,JAP
IRIS_313.8554,5.0,142.0,13.0,9.1,3.0,2.2,70.0,31.0,56.0,1.8,32.0,47.0,India,SAS,AUS
IRIS_313.10875,5.0,130.0,16.0,7.4,3.5,1.8,70.0,19.0,62.0,1.9,24.0,53.0,India,SAS,AUS
IRIS_313.10876,5.0,122.0,12.0,8.0,2.9,1.8,77.0,23.0,66.0,1.8,31.0,48.0,India,SAS,AUS
IRIS_313.10877,6.0,133.0,10.0,9.1,2.7,2.0,77.0,28.0,60.0,2.2,24.0,47.0,India,SAS,AUS
IRIS_313.10878,6.0,132.0,11.0,9.2,2.7,2.2,74.0,30.0,65.0,2.3,29.0,56.0,India,SAS,AUS
IRIS_313.10879,5.0,127.0,12.0,8.3,2.9,1.8,77.0,30.0,78.0,1.7,29.0,58.0,India,SAS,AUS
IRIS_313.10880,5.0,117.0,13.0,8.6,2.7,1.8,118.0,23.0,60.0,1.2,26.0,44.0,India,SAS,IND
IRIS_313.11256,6.0,157.0,15.0,8.8,2.9,3.0,114.0,27.0,57.0,1.7,30.0,41.0,India,SAS,IND
IRIS_313.10881,6.0,148.0,12.0,7.2,3.6,2.3,81.0,11.0,61.0,2.2,29.0,47.0,India,SAS,ARO
IRIS_313.10882,4.0,95.0,11.0,6.4,2.5,1.4,100.0,21.0,65.0,1.4,20.0,46.0,India,SAS,AUS
IRIS_313.10883,4.0,136.0,13.0,10.8,2.9,2.7,86.0,11.0,60.0,1.7,28.0,51.0,India,SAS,ARO
IRIS_313.10884,5.0,86.0,12.0,10.0,3.5,2.9,67.0,20.0,60.0,1.1,20.0,56.0,India,SAS,JAP
IRIS_313.9053,5.0,141.0,13.0,8.3,2.4,2.1,102.0,23.0,51.0,1.3,28.0,44.0,India,SAS,ADM
IRIS_313.10885,5.0,131.0,20.0,7.8,2.5,1.8,123.0,23.0,70.0,1.2,29.0,55.0,India,SAS,IND
IRIS_313.8967,5.0,166.0,11.0,9.6,2.8,2.3,102.0,24.0,76.0,1.5,30.0,60.0,India,SAS,IND
IRIS_313.10886,5.0,120.0,10.0,6.8,3.6,1.9,81.0,19.0,63.0,1.8,30.0,52.0,India,SAS,JAP
IRIS_313.10887,5.0,152.0,9.0,8.9,3.0,2.4,94.0,19.0,68.0,1.4,29.0,55.0,India,SAS,IND
IRIS_313.10888,4.0,112.0,9.0,10.1,3.3,2.6,70.0,18.0,52.0,2.0,24.0,49.0,India,SAS,JAP
IRIS_313.10889,4.0,113.0,13.0,7.5,3.4,1.9,77.0,13.0,45.0,1.4,25.0,53.0,India,SAS,JAP
IRIS_313.11257,5.0,145.0,20.0,9.0,3.0,2.9,106.0,26.0,62.0,1.6,28.0,51.0,India,SAS,ADM
IRIS_313.11296,7.3,107.0,15.0,8.4,2.9,2.3,109.0,23.0,53.0,1.5,24.0,67.0,India,SAS,IND
IRIS_313.10890,5.0,128.0,7.0,7.9,3.6,3.1,81.0,11.0,56.0,2.4,34.0,59.0,India,SAS,JAP
IRIS_313.10891,5.0,148.0,10.0,7.7,2.8,1.6,81.0,21.0,74.0,1.8,31.0,54.0,India,SAS,AUS
IRIS_313.8603,5.0,159.0,10.0,8.5,3.8,3.1,97.0,24.0,81.0,1.8,29.0,56.0,India,SAS,IND
IRIS_313.10892,4.0,121.0,11.0,7.4,2.7,1.5,70.0,26.0,57.0,1.8,28.0,41.0,India,SAS,AUS
IRIS_313.10893,5.0,118.0,10.0,8.4,3.7,2.8,81.0,16.0,55.0,2.0,29.0,58.0,India,SAS,JAP
IRIS_313.10894,5.0,151.0,17.0,9.2,3.1,2.6,81.0,25.0,83.0,1.5,30.0,51.0,India,SAS,AUS
IRIS_313.8382,5.0,143.0,13.0,9.3,3.1,2.8,94.0,18.0,58.0,2.1,30.0,54.0,India,SAS,AUS
IRIS_313.10895,5.0,134.0,14.0,6.7,2.5,1.2,81.0,16.0,75.0,1.5,27.0,45.0,India,SAS,JAP
IRIS_313.10896,5.0,120.0,11.0,8.0,2.9,1.6,81.0,14.0,65.0,1.7,28.0,47.0,India,SAS,AUS
IRIS_313.10897,5.0,115.0,9.0,6.4,2.4,1.1,88.0,19.0,66.0,1.7,27.0,24.0,India,SAS,IND
IRIS_313.11297,4.0,104.0,19.0,7.0,3.8,2.3,97.0,28.0,54.0,1.6,27.0,55.0,India,SAS,ADM
IRIS_313.11258,7.5,141.0,26.0,5.5,2.3,1.0,107.0,20.0,63.2,1.2,30.6,40.0,India,SAS,ARO
IRIS_313.11259,4.0,124.0,20.0,8.2,3.3,2.3,106.0,24.0,59.0,1.5,33.0,46.0,India,SAS,ARO
IRIS_313.8401,5.0,136.0,19.0,9.1,3.0,2.5,109.0,27.0,74.0,1.7,32.0,53.0,India,SAS,IND
IRIS_313.11298,5.0,144.0,20.0,7.1,3.2,1.9,83.0,15.0,57.0,1.6,22.0,52.0,India,SAS,AUS
IRIS_313.11260,4.0,129.0,15.0,8.7,2.9,2.3,92.0,20.0,58.0,1.2,27.0,53.0,India,SAS,IND
IRIS_313.9347,5.0,126.0,20.0,9.5,2.9,2.6,111.0,24.0,62.0,1.5,26.0,52.0,India,SAS,IND
IRIS_313.11261,5.0,151.0,15.0,9.2,3.1,2.3,102.0,20.0,63.0,1.6,25.0,52.0,India,SAS,IND
IRIS_313.8712,5.0,162.0,15.0,8.4,3.6,2.7,106.0,28.0,78.0,1.7,27.0,56.0,India,SAS,ARO
IRIS_313.11262,4.0,126.0,18.0,7.8,3.4,2.2,109.0,17.0,50.0,1.1,28.0,49.0,India,SAS,IND
IRIS_313.11263,5.0,120.0,14.0,8.4,3.4,2.9,120.0,27.0,70.0,1.2,22.0,25.0,India,SAS,ADM
IRIS_313.11264,4.0,125.0,14.0,9.4,2.5,2.1,108.0,21.0,51.0,1.2,29.0,50.0,India,SAS,IND
IRIS_313.8844,4.0,106.0,16.0,8.1,2.7,2.1,104.0,21.0,49.0,1.1,25.0,41.0,India,SAS,IND
IRIS_313.8994,5.0,140.0,16.0,9.3,2.5,2.2,112.0,32.0,73.0,1.2,30.0,54.0,India,SAS,IND
IRIS_313.11265,4.0,112.0,11.0,7.2,3.4,2.1,83.0,19.0,57.0,1.4,22.0,40.0,India,SAS,AUS
IRIS_313.11299,5.0,145.0,13.0,9.7,3.1,2.3,114.0,34.0,74.0,1.4,30.0,49.0,India,SAS,IND
IRIS_313.11266,5.0,150.0,14.0,7.4,3.3,2.4,109.0,26.0,61.0,1.5,26.0,57.0,India,SAS,IND
IRIS_313.11267,5.0,152.0,29.0,8.4,2.1,1.4,104.0,21.0,51.0,1.4,26.0,42.0,India,SAS,IND
IRIS_313.11268,5.0,147.0,19.0,8.2,3.3,2.1,114.0,29.0,52.0,1.0,32.0,45.0,India,SAS,ARO
IRIS_313.11269,5.0,141.0,16.0,8.3,3.8,2.7,110.0,24.0,65.0,1.5,25.0,53.0,India,SAS,IND
IRIS_313.8900,4.0,132.0,17.0,9.5,2.7,2.4,109.0,20.0,65.0,1.0,25.0,53.0,India,SAS,IND
IRIS_313.11270,5.0,132.0,13.0,8.0,3.2,2.0,114.0,20.0,60.0,1.3,31.0,45.0,India,SAS,ARO
IRIS_313.11300,6.0,169.0,13.0,9.5,3.3,2.5,111.0,30.0,76.0,2.1,20.0,59.0,India,SAS,IND
IRIS_313.11271,5.0,143.0,16.0,8.3,3.1,2.3,124.0,26.0,56.0,1.4,24.0,46.0,India,SAS,IND
IRIS_313.11272,4.0,94.0,18.0,8.0,3.1,1.8,86.0,18.0,64.0,1.0,21.0,48.0,India,SAS,AUS
IRIS_313.11273,5.0,101.0,15.0,8.8,3.1,2.6,109.0,21.0,62.0,1.1,26.0,47.0,India,SAS,IND
IRIS_313.11301,4.0,146.0,14.0,8.1,2.6,1.8,108.0,23.0,65.0,1.0,29.0,52.0,India,SAS,IND
IRIS_313.11274,5.0,96.0,15.0,7.5,2.7,1.8,83.0,19.0,54.0,1.1,24.0,45.0,India,SAS,AUS
IRIS_313.11275,4.0,108.0,23.0,8.3,3.1,2.3,83.0,10.0,52.0,1.0,24.0,54.0,India,SAS,IND
IRIS_313.11276,4.0,104.0,19.0,8.6,2.5,2.0,86.0,14.0,56.0,1.1,26.0,55.0,India,SAS,IND
IRIS_313.9593,4.0,53.0,14.0,9.3,2.9,2.0,106.0,10.0,48.0,1.0,27.0,52.0,India,SAS,IND
IRIS_313.8332,4.0,126.0,20.0,9.9,2.8,2.1,104.0,15.0,66.0,1.2,27.0,36.0,India,SAS,IND
IRIS_313.11303,6.0,139.0,17.0,8.3,2.9,2.2,117.0,32.0,57.0,1.3,29.0,68.0,India,SAS,IND
IRIS_313.11277,4.0,130.0,14.0,8.5,3.0,2.8,100.0,19.0,48.0,1.2,18.0,59.0,India,SAS,AUS
IRIS_313.11304,5.0,133.0,14.0,9.6,2.6,2.2,90.0,17.0,61.0,1.5,24.0,34.0,India,SAS,IND
IRIS_313.11278,5.0,149.0,15.0,9.1,2.9,2.0,94.0,20.0,50.0,1.1,26.0,53.0,India,SAS,IND
IRIS_313.11305,5.0,153.0,17.0,9.4,3.0,2.4,102.0,22.0,74.0,1.6,28.0,54.0,India,SAS,ADM
IRIS_313.11306,5.0,135.0,17.0,8.8,2.8,2.1,90.0,15.0,61.0,1.2,16.0,51.0,India,SAS,IND
IRIS_313.11307,5.0,153.0,16.0,8.7,2.7,2.1,106.0,27.0,70.0,1.3,24.0,55.0,India,SAS,IND
IRIS_313.11308,5.0,143.0,16.0,8.0,3.1,2.3,92.0,18.0,60.0,1.4,25.0,50.0,India,SAS,IND
IRIS_313.11279,4.0,141.0,17.0,9.2,3.2,2.6,96.0,16.0,53.0,1.2,27.0,54.0,India,SAS,IND
IRIS_313.11280,5.0,124.0,24.0,11.0,2.9,3.0,108.0,16.0,49.0,1.2,28.0,42.0,India,SAS,IND
IRIS_313.11281,5.0,119.0,15.0,8.8,2.8,2.1,78.0,14.0,50.0,1.0,32.0,56.0,India,SAS,IND
IRIS_313.11282,5.0,153.0,11.0,8.2,2.8,2.0,112.0,23.0,71.0,1.6,29.0,51.0,India,SAS,IND
IRIS_313.11283,5.0,179.0,13.0,8.1,3.1,2.2,106.0,26.0,67.0,1.6,23.0,55.0,India,SAS,IND
IRIS_313.9619,5.0,155.0,16.0,9.1,2.4,1.9,132.0,21.0,75.0,1.5,26.0,40.0,India,SAS,IND
IRIS_313.11309,5.0,161.0,15.0,9.5,3.1,2.2,92.0,20.0,50.0,1.5,28.0,54.0,India,SAS,IND
IRIS_313.9634,4.0,158.0,16.0,9.0,2.7,2.0,102.0,26.0,62.0,1.6,21.0,57.0,India,SAS,IND
IRIS_313.11310,5.0,122.0,12.0,7.8,3.0,2.4,86.0,21.0,64.0,1.6,23.0,56.0,India,SAS,IND
IRIS_313.11284,5.0,133.0,15.0,8.5,3.1,2.6,102.0,27.0,64.0,1.4,26.0,52.0,India,SAS,IND
IRIS_313.8935,5.0,99.0,20.0,8.4,2.3,1.7,98.0,19.0,50.0,1.0,24.0,60.0,India,SAS,IND
IRIS_313.11285,6.0,170.0,13.0,8.6,3.3,2.7,104.0,13.0,72.0,1.8,27.0,52.0,India,SAS,IND
IRIS_313.9427,4.0,130.0,15.0,8.9,2.6,2.5,92.0,23.0,58.0,1.5,23.0,59.0,India,SAS,IND
IRIS_313.8982,5.0,124.0,16.0,8.7,2.8,2.5,83.0,26.0,78.0,1.5,26.0,54.0,India,SAS,AUS
IRIS_313.8458,4.0,141.0,15.0,9.3,2.9,2.6,97.0,21.0,55.0,1.3,28.0,51.0,India,SAS,IND
IRIS_313.8414,4.0,139.0,11.0,9.3,2.6,1.9,96.0,23.0,51.0,1.1,24.0,55.0,India,SAS,AUS
IRIS_313.11286,5.0,146.0,13.0,8.8,3.3,2.2,117.0,22.0,71.0,1.6,25.0,32.0,India,SAS,IND
IRIS_313.11287,5.0,159.0,11.0,9.6,2.9,2.5,102.0,29.0,63.0,1.5,21.0,49.0,India,SAS,IND
IRIS_313.11288,5.0,120.0,16.0,8.8,3.1,2.6,83.0,10.0,63.0,1.0,25.0,59.0,India,SAS,IND
IRIS_313.11442,5.0,151.0,13.0,9.2,3.3,3.0,112.0,31.0,70.0,1.4,26.0,55.0,India,SAS,IND
IRIS_313.11443,4.0,93.0,14.0,8.6,3.1,1.8,92.0,23.0,63.0,1.2,22.0,47.0,India,SAS,IND
IRIS_313.11289,6.0,152.0,18.0,8.6,3.8,2.8,109.0,28.0,85.0,1.7,36.0,53.0,India,SAS,ARO
IRIS_313.8453,5.0,142.0,16.0,8.5,2.6,2.0,94.0,23.0,68.0,1.4,23.0,57.0,India,SAS,IND
IRIS_313.10845,4.0,137.0,24.0,8.4,3.0,2.4,118.0,16.0,54.0,1.1,25.0,35.0,India,SAS,AUS
